리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
여러분들 레이어드 용으로 딱 사입으세요 여러개 가능 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
긴팔 레이어링은 그냥 여기서 사셔요 그게 답입니다 ,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
맨투매 안에 받쳐입으니 저에게 길게 내려와요  긴게 좋아서 크게 구매했어요  ,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
레이어드 티로 하나 더 샀어요 잘 입겠습니다 기장 만족힙니디,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
사진에는 안보이지만 옷이 얇아서 등산을 갔는데도 별로 덥지않았어요  너무 예쁜 것 같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 기장이 많이 길었습니다  너비대비 길이가 많이 긴 것 같네요 ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
생각보다 기장이 많이 길었습니다 그냥 이너로 입기에도 무난하고 기장도 잘 활용하면 이쁘게 입을수 있을거 같애요,남성, 180cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
옷 너무 잘 쓰고있고 무탠다드 앞으로 애용할거 같아요,남성, 175cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
긴 기장의 후드  맨투맨 안에 레이어드용으로 구매했습니다  기장은 그냥 길어버리니까 필요한 기장 혹은 어깨선 보고 구매하시면 될 것 같아요 저는 딱 좋습니다  대신 단품으로는 절대 못 입어요  용도가 확실합니다 ,남성, 180cm, 73kg,커요,보통이에요,보통이에요,보통이에요
동일제품  사이즈보다 기장이 조금 짧을것 으로 기대하고 추가구매한 제품인데  기장은 거의 차이가 없고  가슴둘레와 폭이 좀 차이가 나는 제품이네요 평소 100사이즈 티셔츠 입는 남자기준  조금 타이트하긴 하지만 레이어드용으로는  사이즈도 적당한듯 합니다 ,남성, 187cm, 79kg,보통이에요,밝아요,보통이에요,보통이에요
레이어드용으로 좋습니다 단품으로 입기는 어려울 거 같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
기장이 긴 옷을 입어도 이게 더 기네요 레이어드 하기 위한 옷입니다 역시 ,NaN,NaN,NaN,커요,밝아요,보통이에요,보통이에요
진짜 겁나 길어요  제 체형에 쭉늘이면 엉덩이 덮을정도 ,NaN,NaN,NaN,커요,보통이에요,보통이에요,얇아요
긴기장을 원해서 평소 라지사이즈 입는데 미디움으로 구매했더니 길이감 과하지않고 좋네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
기본이나 레이어드로 자주 입어요 편합니다 기장 길어요 ,NaN,NaN,NaN,커요,밝아요,선명해요,두꺼워요
아주 예뻐요 레이어드 용으로 무탠다드 티만 입어요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
예전에 사서 입어보고 좋아서 재구매했어요   티가 길어서 레이어드하기에 딱 좋아요  레이어드용이라 품은 작은 점 감안하고 구매하세요   ,여성, 174cm, 91kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 너무 긴거같아요  그래도 잘 꾸미는 사람은 이쁠거같아요,남성, 176cm, 67kg,보통이에요,밝아요,보통이에요,보통이에요
레이어드 하기 딱 좋은 필수 아이템 너뭉 이쁨 또 살거야ㅎㅎ,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드티가 없으면 하나정도는 사는게 좋을듯해요,남성, 175cm, 68kg,보통이에요,밝아요,선명해요,얇아요
딱 레이어드용으로 좋아요 레이어트티 살때는 이게 맞는듯,남성, 173cm, 68kg,보통이에요,밝아요,보통이에요,보통이에요
옷이 너무 이뻐서 맨날 입고 다니고 있어요 추천합니다,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
일단 레이어드로 입을거라 비쳐도 상관은 없었는데 비치진 않아요  그곳만 뚫어져 쳐다보는거 아닌이상은 안보이는 정도   만족합니다ㅎㅎ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
수축 심한 거 빼고는 레이어링 티로 ㄹㅇ 써본 것 중 상타치입니다 가성비 굿,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
레이어드하기 너무 좋은 옷입니다 한 번 씩입어보세요 레이어드해서 입어보니깐 딱 맞습니다 감사합니다,NaN,NaN,NaN,보통이에요,밝아요,보통이에요,보통이에요
레이어드로 입기 딱 좋은 제품입니다 큰감이 있긴하나 핏이 이쁘게 빠져요 ,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
진짜 최고에요 여름에 레이어드용으로 진짜 많이 입을듯,남성, 174cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 너무 좋고 목 늘어짐이 적어서 너무 좋아요 ,여성, 152cm, 46kg,보통이에요,보통이에요,보통이에요,보통이에요
조금 긴 기장을 원했는데 마음에 들어요  레이어드로 연출할 수 있겠네요 ,남성, 184cm, 91kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 하기 좋아요  트임이 있어서 편하고 좋습니다,남성, 171cm, 63kg,커요,밝아요,선명해요,보통이에요
상품이 정말 편하고 가성비도 좋고 깔끔해서 좋아요,남성, 172cm, 57kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드를 위해       둘다 샀는데 사이즈가 일반 사이즈엔 잘 맞는거같아요  레이어드 티중에서는 제일 좋은듯   ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
무신사 스탠다드는 기본템으로 쓰기 좋은 것 같습니다  ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
저번에  시켰다가 좀 커서  주문했는데 괜찮네요가성비 좋고 이쁜 거 같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
음 제 몸엔  사이즈로 해야 딱 맞았을것 같습니다,NaN,NaN,NaN,커요,밝아요,보통이에요,보통이에요
레이어드용으로 너무너무 좋습니다  구매 추천합니다 ,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
좀 크지만 레이어드용으로 너무너무 좋습니다  구매 추천합니다 ,남성, 172cm, 68kg,커요,보통이에요,선명해요,얇아요
  사이즈 기장이 너무 길어서   샀는데 딱이네요 ,남성, 183cm, 70kg,보통이에요,보통이에요,선명해요,보통이에요
확실히 니트베스트랑 입으면 이뻐요그런데 단품으로 입기는 너무기네요,남성, 179cm, 66kg,커요,보통이에요,보통이에요,두꺼워요
타 오픈마켓 레이어드 티보단 품질 좋습니다  일반기장 제품에 비해 총장은 긴데 품은 작아요  일반기장 같은사이즈보단 두사이즈 작게 사야함,남성, 177cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
배송도 빠르고 마음에 듭니다 다음에 또 구매할듯,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
기장이 너무길까봐 걱정했는데 너무 예쁘게레이어드 되네요  ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
레이어드 핏이 이쁘게 떨어져서 이너로 자주입었습니다  ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
 사이즈인데도 총장 길이가 매우 깁니다하지만 길기때문에 레이어드 하기 너무 좋다고 생각해요 ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
아무리 레이어드라지만 너무 길어서 당황했습니다  다른 분들은 한사이즈 작은 거 추천 ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
목부분이 좀 좁은 거 빼고는 다 너무 좋습니다  역시 무탠다드에요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
그냥 무난한 레이어드 반팔티입니당 사이즈는 재 스펙에 딱 맞아용,남성, 179cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
핏이 정말 좋습니다  넥 부분도 잘 안 늘어나서 좋아요 ,여성, 158cm, 47kg,커요,밝아요,선명해요,두꺼워요
레이어드로 입기 좋고 평소에도 오버핏 좋아해서 마음에 들어요,남성, 186cm, 77kg,커요,밝아요,선명해요,보통이에요
단독으로 입어도 좋구 레이어드티로 해서 입으면 확실히 보여서 더 좋은거같아요   ,남성, 186cm, 77kg,커요,밝아요,선명해요,보통이에요
무신사 스탠다드 최고네요  어디에 매치해도 다 잘 어울립니다  품이 좁아서 레이어드 용으로 정말 좋아요 강력추천  ,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
벌써 세개째 구입입니다  레이어드 용으로 강추 드립니다  ,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
이너로 입기 딱이에요   사이즈도 엄청 큽니다 재구매 의향 있어요  ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
레이어드 티 사려면 그냥 이거 사세요 레이어드 티 하나씩 있으셔야되잖아요 사이즈 한사이즈 작은거로 사시는거 추천드려요 좀 커서  으로 사도 좀 큽니다,NaN,NaN,NaN,커요,보통이에요,선명해요,보통이에요
레이어드 하기 좋아보여요 길이도 길고 원단도 탄탄하네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 하기 좋아보여요 길이도 길고 원단도 탄탄하네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
기장 길어서 오히려 좋은거같아요 레이어드의 계절이 오면 추가 구매하겠습니다,남성, 173cm, 64kg,커요,보통이에요,보통이에요,보통이에요
레이어드티는 앞으로 이거만 사요  너무 좋음 기장감도 좋고,남성, 172cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드하기 길이가 딱좋은데어깨가 딱 맞아요 다음엔 저는 한사이즈 업해야될것 같아요,남성, 172cm, 77kg,보통이에요,보통이에요,보통이에요,얇아요
안에 받쳐입기 너무 좋아요 퀄리티도 굳   잘 입을게요,남성, 176cm, 88kg,보통이에요,밝아요,선명해요,보통이에요
안에 받쳐입기 너무 좋아요 퀄리티도 굳   잘 입을게요,남성, 177cm, 60kg,보통이에요,밝아요,선명해요,보통이에요
조금 과하게 긴 것 같은 느낌도 있지만 그것만의 느낌도 있는 것 같아서 만족스러워요 ,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
봄에 레이어드로 예쁘게 잘 입었습니다ㅎㅎ 지금은 잠옷으로 애용중이에요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
오버해서 레이어드 이너로 입기 딱 좋은 티인 것 같습니다 ㅎㅎ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
생각했던것보다 많이 길어요 그래서 이렇게 안으로 넣어 입으니좋습니다,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
신랑이 티가 너무 길다고 싫어해서 제가 입으려고요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
후드티나 맨투맨에 받쳐입기 좋아서 다양하게 연출할 수 있어요,여성, 170cm, 52kg,커요,보통이에요,선명해요,보통이에요
역시  레이어드용으로 최고죠루즈핏 사다가 긴 기장으로 갈아탔습니다제가 원하는 기장으로 레이어드 되서요 걍 최고 ,남성, 187cm, 90kg,보통이에요,밝아요,선명해요,보통이에요
후드나 맨투맨에 레이어드도좋고 기장이 길어서 좋아요,남성, 190cm, 85kg,커요,보통이에요,보통이에요,보통이에요
굿잡기본으로 정말 잘 쓰고 있어요이건 두개정도 사놓고 입어야함 강추,남성, 180cm, 88kg,보통이에요,보통이에요,보통이에요,보통이에요
재구매 했습니다 셔츠에 입으니 기장 맘에 드네요,NaN,NaN,NaN,보통이에요,어두워요,보통이에요,보통이에요
음 레이어드하기 좋고 그냥 입고 다녀도 괜찮을거 같아요,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
가디건이나 후드티 코디하기 편하고 좋은거 같아요,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
반팔티도 이쁘고 안에 레이어드 해도 이뻐서 자주 입을게용,NaN,NaN,NaN,보통이에요,보통이에요,선명해요,보통이에요
생각보다 더 커요 자신 사이즈보다 한치수 작게 사셈,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
기장이 생각보다 상당히 길고재질 자체는 만족합니다  오버핏 티에 입으면 좋을듯요,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
기장이 사이즈에 비해 정말많이 깁니다 레이어드 티셔츠로도 입었을때 조금 많이 흰색이 보일수있으니 흰색이 조금만 보이게하고싶으신분들은 두사이즈정도 작게 하는것도 괜찮아보입니다   ,남성, 183cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 용으로 입기 정말좋아요 봄날씨에 위에 뭐 걸치면 딱좋은듯요 ㅎ,남성, 190cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
좀 긴 편입니다  키가 크더리도   사서 입으세요  배가 나오신다면 2  추천,남성, 179cm, 69kg,커요,밝아요,선명해요,두꺼워요
누나한테 사줬는데 가격도 저렴하고 기장도 적당해서 자주 입을듯 굳,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 반팔티로 2장째 구매하는중입니다기장이 생각보다 긴편이여서 2번째구매는 1사이즈 작게 신청했는데 제가 생각하는핏으로는 1사이즈 적은게 더 맞는거 같네요첫구매때 만족하여 2번째구매한 는거고요 레이어드용으론 아주 적합한거 같아요고민이신분들 강추요,남성, 171cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
맨투맨에 레이어드 해서 입기 좋고 재질도 좋은거 같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
레이어드로 받쳐서 입으면 이뻐요  하나씩 사서 입으면 좋으실 것 같아요 ,NaN,NaN,NaN,보통이에요,밝아요,보통이에요,보통이에요
진짜 어느 옷에나 휘뚜루 마뚜루 입고 다녀요  제 체형에  가 살짝 짧은 레이어드 감으로 내려오는데 다음에는  도 구매해볼려고요 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
기장이 길어서 레이어드하기에 딱 좋아요 기본템 추천,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
개굿따로 입고 다녀도 이너로 입어서 레이어드 해도 되는 최고의 아이템,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
목이 살짝 좁음 좀더 넓엇으면 그리고 밑에 절개되잇음,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
전체적인 기장이 어느정도인지 보이기위해 옷을 빼서 입었는데 팬츠에 넣어서 입어도 혹은 다른옷과 레이어드해서 입어도 아주 예쁩니다,남성, 178cm, 75kg,보통이에요,밝아요,선명해요,보통이에요
한 사이즈 큰 거 교환하고 싶은데 오천원 더 내고 하나 더 사겠습니다 걍,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 하기에도 딱좋고 너무 이쁩니다 만족해요,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드용 으로 구매하였는데 생각보다 길어요   을 섞어입는 체형인데  를 삿어야 했나 생각 들정도로 깁니다 ㅎㅎ 못입을정돈 아니라서 어께와 몸통은 겨우딱맞아서  을 입긴해야 했을꺼에요 ,남성, 170cm, 55kg,커요,보통이에요,보통이에요,보통이에요
레이어드 하기 엄청 용이하구 단벌로 입어도 박시하게 괜찮아요  기본템으로 가지고 계시면 좋을듯 해요  ,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
어디든 레이어드하기 좋습니다다음 가을시즌에 다시 시작,NaN,NaN,NaN,작아요,보통이에요,보통이에요,보통이에요
믿고사는 무신사에요  세탁해도 변형이 많이 없어요 ,NaN,NaN,NaN,보통이에요,보통이에요,선명해요,보통이에요
제 키랑 몸무게 가진 분들은   사이즈가딱 좋습니다 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
길이 길고 편하게 입기 좋아요 도톰하고 이너로 좋음,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
마음에 드는 기장입니다 보통 레이어드 사면 짧아서 아쉬웠는데 굳 ,남성, 182cm, 67kg,커요,보통이에요,선명해요,보통이에요
기장이길어서 레이어드할때 너무편했어요 아우터가 기장이좀 있음에도 불구하고 무신사레이어드크루넥반팔티셔츠가 기장이 딱 좋더라구요,남성, 171cm, 63kg,보통이에요,보통이에요,보통이에요,얇아요
후기 보고 사이즈  로 갔는데 저스트입니다 참고하세요,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 하기 딱 좋은 기장감입니다 통은 좀 좁은 편이니 참고하세용,여성, 157cm, 50kg,보통이에요,보통이에요,보통이에요,보통이에요
생각했던 만큼 아래기장이 길어서 레이어드코디에 딱 좋습니다  자주입고 다니고 있음 ㅋㅋ,남성, 172cm, 75kg,커요,밝아요,선명해요,보통이에요
옷 소재도 너무 좋고 길이도 좋아요   앞으로 자주 입을 것 같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
안에 입어 여러모로 활용하기 좋아요 자주입어요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
매우 길다 너무 길어서 당황했다 하지만 레이어드용 티셔츠는 하나 장만해놓는게 좋다,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
이너로 딱 적당한 길이인듯 겉에 오버사이즈로 입을꺼면 평소입는거보다 한치수 크게,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
그냥 입기엔 조금 긴데 레이어드 하면 아주 잘 맞을길이 입니다,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
좀 긴 느낌이 있긴한데 나름대로 괜찮아요  하나만 입어도 됨,남성, 167cm, 72kg,커요,보통이에요,보통이에요,보통이에요
3 5센치정도 보이는 레이어드 기장감이 마음에 들어요  맨투맨  후드티에 매치하기 좋아요,남성, 188cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
길이가 진짜 길긴 하네여 허리가 긴 편인데도 길어요 하지만 그걸 원했으니 괜춘,남성, 180cm, 90kg,커요,밝아요,선명해요,보통이에요
항상 평타 이상의 만족도를 주늨 무탠다드 너무 감사합니다,남성, 188cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드해서 입기 최고입니다  더 좋은거 찾기 어렵습니다 ,남성, 171cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
오버핏에 시원한 재질로 딱 원하던 느낌으로 배송돼서 좋아요ㅎㅎ,남성, 178cm, 80kg,커요,보통이에요,보통이에요,보통이에요
길이감이 좀 있긴하지만 레이어드해서입기 너무 좋아요,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
원래 입는 무탠다드 릴렉스핏은 라지를 입는데 기장을 보니 같은 사이즈로 가면 너무 길 거 같아서 스몰로 샀습니다 기장 딱 좋아요   ,NaN,NaN,NaN,보통이에요,밝아요,보통이에요,보통이에요
길이가 조금긴거 빼고 다좋아요 두께도 적당하고 무엇보다 세탁해도 안늘어나서 정말좋은거같아요,NaN,NaN,NaN,커요,밝아요,선명해요,두꺼워요
레이어드용으로도 기장이 찰떡이고 그냥 바지에 넣어입어도 좋아요,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
셔츠나 맨투맨 입을 때 입어주면 심심한 느낌은 덜해요,남성, 176cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드는 그냥입기보단 니트안에 입어서 밑단으로 포인트주는게 아주 잘떨어져요 ,남성, 187cm, 100kg,커요,보통이에요,보통이에요,보통이에요
후기에 길다는 말이 많아서 걱정했는데 여자분들은 이사이즈 하시면 적당할거 같아요 ,여성, 160cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 용도로 제작된 제품이고 당연히 길이감이 있습니다,남성, 170cm, 77kg,보통이에요,밝아요,선명해요,보통이에요
제가 딱 찾던 기장 사이즈에요  역시 반팔은 무신사에서 ,남성, 183cm, 81kg,보통이에요,보통이에요,보통이에요,얇아요
길이도길고 티셔츠도 면이참부드럽고 마감도좋아요,남성, 174cm, 80kg,보통이에요,보통이에요,선명해요,보통이에요
레이어드용으로 구입했습니다  긴기장 원했는데 딱 좋으네요   잘입을께요 ,남성, 184cm, 73kg,커요,밝아요,선명해요,두꺼워요
레이어드티셔츠로 입기 딱 좋은 기장을 가지고 있슴다,남성, 184cm, 80kg,보통이에요,밝아요,보통이에요,보통이에요
안에 레이어드티로 입었는데 길이도 레이어드 용도로 잘 나온 거 같아요,남성, 176cm, 65kg,커요,보통이에요,보통이에요,보통이에요
레이어드로 최고입니다  너무 마음에 들어요 또살겁다 ,남성, 174cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기에 기장감이 살짝 긴 감이 있긴한데 그래도 만족해요 ,남성, 177cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
저번에 잘못 사서 다시 구매 했는데 생각 한거 보다 조금 크네요 그래도 나름 괜춘,남성, 183cm, 90kg,커요,보통이에요,보통이에요,보통이에요
무탠다드 레이어드반팔 길이감도적당해서 요즘같은날씨에 반팔하나에 포인트로니트베스트하나입으면 찰떡입니다,남성, 171cm, 62kg,커요,밝아요,선명해요,얇아요
길이가 길어서 긴 티에도 입기 좋았어요 그리고 래이어드 핏도 예뻐요,남성, 179cm, 65kg,커요,보통이에요,보통이에요,보통이에요
레이어드 티가 너무 맘에 들어서 재구매 하게 되었어요 ,남성, 178cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
목 늘어남이 없어서 좋고 특히나 한국인이 좋아하는 핏으로 잘 빠진 옷이에요그리고 레이어드해서 입기 딱 좋은 기장이에요,남성, 169cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드용인데    한치슈 작게 추천합니다 질은 좋아요    어버핏 싫어하시면   두치수 작게 추천합니다 ,남성, 180cm, 82kg,커요,밝아요,보통이에요,보통이에요
여성사잊 55까지는 엉덩이 가리기용으로 짱입니다,여성, 164cm, 49kg,커요,밝아요,선명해요,두꺼워요
레이어드하기 딱 적당한 길이예요  재구매해서 쟁여놓으려구용,여성, 172cm, 58kg,보통이에요,밝아요,선명해요,보통이에요
레이어드 하려고 샀는데 기장 너무 좋아용ㅎㅎ 잘입을게요 ,남성, 174cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
구김이 심하긴한데 이너용으로는 괜찮은거같아요,남성, 174cm, 76kg,커요,보통이에요,선명해요,보통이에요
기장 조금 아쉽지만 너무 이쁩니다  스투시 엑라랑 레이어드하기엔 미디움이 좋아요,남성, 180cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
긴 레이어드티 필요해서 사는데 상당히 만족스러워요 ,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
기장이 길어서 레이어드 하기 편해요  다가오는 여름에는 가벼운 아우터 안에 입을듯 합니다 ,남성, 181cm, 64kg,보통이에요,밝아요,선명해요,보통이에요
생각한 것 보다 기장이 많이 길어서 조금 부담스러웠는데 그냥저냥 입고다닐만 함,남성, 175cm, 73kg,커요,보통이에요,보통이에요,보통이에요
뒤쪽 레이어드가 너무 길어요 레이어드 해서 입는데 좀 길어서  잘안입어오,남성, 178cm, 75kg,커요,보통이에요,보통이에요,보통이에요
좋습니다무난하고 적당하고 어디에나 잘 어울려요,남성, 175cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
무난한 가성비 레이어드 티셔츠에요 잘 입겠습니다,남성, 186cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
안에레이어 해서입을라샀는데 좋네용 굿 깔끔해요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 허리가 길어서 놀랐네요하지만 팔부분은 맞습니다 ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
기본반팔로 적당하네요 약간 두께감이없는거같습니다,남성, 182cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
기장감이 있어서 마른체형은  이 적당할듯 합니다,남성, 183cm, 70kg,커요,보통이에요,보통이에요,보통이에요
생각보다 길어서 놀랏는데 170후반정도까지는  이 맞을거 같아요,남성, 170cm, 68kg,커요,보통이에요,보통이에요,보통이에요
소재 빳빳하고 잘 입을것같아요먼지가 너무 많아서 별 2개 마이너스  ,여성, 172cm, 60kg,커요,보통이에요,보통이에요,두꺼워요
품질 좋은 흰 반팔티인데 길이가 길어서 레이어드 하기 좋네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
와우 기장이 생각했던거보다 진짜 길어서 레이어드 하거나 넣입해야 될것 같아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
길이가 좀 긴편이라 오히려 이쁘네요  흰색이라 어디든 무난하게 레이어드 가능해서 활용성이 좋네요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 해서 입어도 되고 좋네요가디건에 매치하거나해도 예쁘게 잘 나와요,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
소재 핏 가격 모두모두 좋은데 건조기를 돌리면 줄어들어요   한 3 4센치정도 줄어드는거 같습니당 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
레이어드하기에  가 적당한가같네요    까지는 너무 큰거같습니다 라지추천 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 훠얼씬 길어서 놀랐어요두께도 생각보다 두꺼워서 여름에는 두장 못입을듯 해요,남성, 180cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
총장이 조금은 긴 느낌이 없지않아 있는데 레이어드용으로 가성비 좋습니다  다음에 또 사게되면  도 고려해볼 것 같아요 ,남성, 185cm, 72kg,커요,보통이에요,보통이에요,보통이에요
평소에  과   을 시켜서 입는데 후기를 보니 저와 비슷한 사람들이  사이즈를 시켰는데도 크다는걸 보고  을 주문했습니다확실히 기장이 매우 길어서 한사이즈 낮게 주문하시는게 좋을것 같습니다,남성, 180cm, 86kg,커요,밝아요,선명해요,보통이에요
 음 개인적으로 레이어드가 막 예쁘진 않았습니다  걍 휘뚜루마뚜루용으로 사용,남성, 166cm, 68kg,커요,보통이에요,보통이에요,보통이에요
레이어드 티셔츠라 기장이 길게 나오긴햇어요 레이어드 안할때도 넣어입으면 상관 없으니 좋네요,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인 짱짱하고 원단 튼튼해서 오래 입을 것 같아요,남성, 186cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드해서 입기 너무 좋아요 질감도 좋아서 안 헤져요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
길이가 길어서 레이어드하기 너무 좋아요  질도 좋습니다,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
레이어드 티로 사줬는데 딱 원하던 길이예요 근데 생각보다 두꺼워서 여름철에는 티 하나만 입기에도 더울듯   여름빼고는 4겨절 가능한티예요 티도 탄탄해서 재질은 조아요  근데 얇은 이너티를 윈하셨다면 비추입니다,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,두꺼워요
역시 무신사가 너무 좋은 플랫폼같아요 이런 좋은 티를 너무 싼 가격에 주는 것 같아서 눈물이 나와요  ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 선택 미스로 기장이 좀 많이 내려와 넣입밖에 못하는 중이요사이즈 선택 잘하시길 ,남성, 177cm, 57kg,커요,보통이에요,보통이에요,보통이에요
어어엄청 길어요 깁니다 다들 사이즈 펴에서 총장 확인하시구 사세요 ,남성, 172cm, 65kg,커요,보통이에요,보통이에요,보통이에요
생각보다 조금 더 길어요 사실 때 기장확인 한 반 씩 다 하시고 사시는 걸 추천드릴게요  ,남성, 173cm, 55kg,커요,보통이에요,보통이에요,보통이에요
너무너무 좋아요 편하고 레이어드하기에도좋고,남성, 175cm, 100kg,보통이에요,밝아요,선명해요,얇아요
