리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
크림색 그대로 어디에나 코디하기 좋고만족합니다,남성, 176cm, 68kg,보통이에요,밝아요,선명해요,보통이에요
움   제가 어깨가 좀 넓은 편인데 이게 어깨 선이 되게 애매하네요 좀 더 아래로 떨어졋으면 참 좋았을 탠데 괜히 어깨 넓어보임 ㅜㅜ 근대 재질 톡톡하고 남친이랑 커플로 산거라 걍 입을래요   다른 핏은 다 너무 맘에 듦 소매길이 폭 핏 다 완벽 어깨만 애매함 ㅠㅠ,여성, 172cm, 51kg,보통이에요,보통이에요,보통이에요,보통이에요
옷이 각이 좀 잡혀있는 느낌이에요 흐물흐물하진 않습니다,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
재질이 너무 맘에 들어요   기본 긴팔티로 강추드립니다,남성, 168cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 좋아요  넥라인이 깔끔해서 더 예쁩니다 ,남성, 174cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
원단 탄탄한데  넥라인이 더 넓으면 좋겠다는 생각했어요  가성비 최고,남성, 169cm, 63kg,보통이에요,보통이에요,보통이에요,두꺼워요
너무 마음에 들어요  역시나 무탠다드입니다    이랑    중에 고민하다가 이너로 많이 입을거같아서   로 했습니다  단품입을거면 한사이즈 커도 괜찮을거같네요 ,남성, 185cm, 84kg,보통이에요,어두워요,보통이에요,보통이에요
매장에서 다른컬러로 입어보고 주문했네요 만족합니다  깔끔해서 좋아요,남성, 177cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
목부분이 빨래해도 잘 안늘어날거 같아요색감도 은은하게 크림색이 있어서 좋아요,남성, 178cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 아주 좋아여 가성비가 아주 나이스 하네여,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
촉감이 부드럽고 넥라인이 깔끔해서 이너로입기 좋아요,남성, 178cm, 78kg,보통이에요,보통이에요,보통이에요,얇아요
옷이 너무 깔끔하고 사이즈도 좋네요 추천합니다,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
핏은 정핏이고 봄 가을 이너로 딱입니다  가디건 가볍게 걸치면 좋아요,남성, 172cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 딱 좋습니다비침도없고 구김도 없어요,남성, 175cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
단품으로 입었을때 꼭지걱정 안해도 될 두께입니다  이너로 잘 입겠습니다 ,남성, 167cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
이쁘고 깔끔하네요  미니멀룩 지향하면 이걸로   근데 하얀색이라 목 뒤쪽에 무탠다드 비춰보이는건 좀 신경쓰이네요  그래도 다른 무탠다드 흰티에 비해서 두께감 있어서 로고 비침 덜하긴 합니다 ,남성, 175cm, 77kg,보통이에요,밝아요,보통이에요,보통이에요
되게 깔끔하고 디자인 마음에 들어요 다른색도 몇 장 구매하려구여,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인 너무 미니멀하고 이쁘게 빠져서 이너로 제격이에요  절개 전후로 기장차이 있는건 살짝 불호긴한데 그래도 이뻐요,남성, 178cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
상품 전체적으로 깔끔하고 예뻐요 절개도 되잏고 바느질이 탄탄하네요 기본 이너나 단품으로 입어도 예쁘네요 ,남성, 165cm, 61kg,보통이에요,보통이에요,선명해요,보통이에요
175 70입니다  좀 크게 입으려고  구매했습니다  옷 맘에 듭니다  튼튼하고 좋아요  도톰해서 겨울도 가능해요  따뜻한 봄가을은 더울 듯 하고요,남성, 175cm, 70kg,보통이에요,보통이에요,선명해요,두꺼워요
이너로 입기에 무난하게 좋아요  비침없이 두깨도 적당해요 ,남성, 172cm, 74kg,보통이에요,밝아요,보통이에요,보통이에요
좀 크게 입으려고  구매했습니다  옷 맘에 듭니다  튼튼하고 좋아요  도톰해서 겨울도 가능해요  따뜻한 봄가을은 더울 듯 하고요 ,남성, 175cm, 70kg,보통이에요,보통이에요,선명해요,두꺼워요
175에 70입니다 조금 크게 입으려고   샀어요 만족합니다도톰해요 겨울에도 괜찮을 듯,남성, 175cm, 70kg,보통이에요,보통이에요,선명해요,두꺼워요
폰테 크루넥 티셔츠 강추 주름 안생겨서 맘에들어요색깔 별로 모으는중,남성, 165cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 정말 최고의 재질과 가성비라고 생각합니다,남성, 176cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
181 70기준 단품보다는 이너용으로 딱이에요,남성, 181cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
181 70기준 이너보다는 단품용으로 딱이에요,남성, 181cm, 70kg,커요,보통이에요,보통이에요,보통이에요
쫀쫀하고 니트 안에 받쳐입으니까 넘 예뻐요   가성비 굿,남성, 173cm, 67kg,보통이에요,밝아요,선명해요,보통이에요
간절기 봄 필수템이에요 재질도 부드럽고 좋고 핏도 예쁘게 세미오버로 떨어집니다,남성, 171cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
옷감을 많이 보는데 옷감이 좋습니다  쉽게 늘어나지않을 옷감이나 이너로 입기에 가성비적으로 매우 좋습니다 ,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
두께는 두껍고 색도 이미지랑 같아서 입기좋네요다만 사이즈가 약간 큰듯합니다 ,남성, 180cm, 82kg,커요,보통이에요,보통이에요,보통이에요
그냥 입어도 좋고 이렇게 이너로 입어도 너무 좋네요 ,남성, 182cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
후드티  맨투맨에 레이어드용으로 구매했어요잘 입을게요   ,남성, 163cm, 54kg,보통이에요,보통이에요,보통이에요,보통이에요
정장 안에  받쳐 입기 정말 좋네요  티셔츠는 잘 받는 편인데  이 제품은 목이 얇아서 그런지 수트에  괜찮네요 ㅎㅎ,남성, 177cm, 73kg,커요,보통이에요,보통이에요,보통이에요
여기저기 단품입기도 좋고 이너로 입기도 좋습니다  다른 티는 목이 잘 늘어나서 신경 쓰이는데  목도 깔끔하고 좋아요,남성, 173cm, 71kg,보통이에요,보통이에요,선명해요,보통이에요
재질 무난  이너로 입기좋음  단  아우터벗으면 눈이 4개 ,남성, 174cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
굿굿 사이즈 딱 맞습니다 정핏 원하시면  사이즈 고고,남성, 182cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
두께도 적당하고 주름이 잘 안지는 재질에 넥라인도 미니멀해서 좋아요,남성, 172cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
주름이 잘 안펴지는게 몇개 있어요  그 외엔 적당한 두께에 넥라인이 미니멀한게 이쁩니다 ,남성, 172cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
그냥 무난무난합니다입을만 합니다가격대비 굳,여성, 177cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 이너로 입기좋은것같아요 목부분은 넓네요,남성, 171cm, 50kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테  사이즈 입다가 벌크업 성공해서  사이즈로 재구매했어요  무신사 제품 중 폰테가 제일 가성비 좋고 이번에 좀 더 얇아진 느낌인데 더 만족스럽네요,남성, 170cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테  사이즈 입다가 벌크업 성공해서  사이즈로 재구매했어요  무신사 제품 중 폰테가 제일 가성비 좋고 이번에 좀 더 얇아진 느낌인데 더 만족스럽네요,남성, 170cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테  사이즈 입다가 벌크업 성공해서  사이즈로 재구매했어요  무신사 제품 중 폰테가 제일 가성비 좋고 이번에 좀 더 얇아진 느낌인데 더 만족스럽네요,남성, 170cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테  사이즈 입다가 벌크업 성공해서  사이즈로 재구매했어요  무신사 제품 중 폰테가 제일 가성비 좋고 이번에 좀 더 얇아진 느낌인데 더 만족스럽네요,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
트임이 있고 목부분 박음질이 독특함  본인만 그런진 모르겠으나 티셔츠에 목이 닿는 부분이 따가움  보면 다른건 없는데 아마 재봉선 때문인 것 같음  밝은 색 원단이라 그런지 다소 비침이 있음 ,여성, 163cm, 53kg,보통이에요,보통이에요,보통이에요,얇아요
레이어드하기도 좋고 재질도 좋아서 종종 구매할 것 같아요,남성, 179cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
남친주려고 샀어용 기본티 필요해보여서 소재 되게 탄탄하도 좋아요 군데 약간 노리끼리쑤   작년에 입던 옷가타여 그거말곤 대만족 더러워지면 쟁이러 올게여리뷰쓰려고 제가 입어봤어욤,여성, 168cm, 54kg,보통이에요,어두워요,보통이에요,보통이에요
예상한 사이즈보다 조금 큰 거 같긴 하지만 넣어입을 예정이라 만족합니다 ㅎㅎ,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
가격대비 만족해요 재질도 부드럽고 두께감도 나쁘지않아요 넥라인이 앏아요 ,남성, 173cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
옆트임이 있어서 더 세련되보여요 소매나 기장감도 괜찮아요 단픔으로 입어도 괜찮겠어요 ,남성, 173cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
깔끔하고 블레이저 안에 받쳐입기 좋은 옷인거 같아요,남성, 178cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
잘 안구겨지고 핏도 괜찮아서 잘 입고 있음이제 곧 더워져서 그만입어야 함   ,남성, 180cm, 90kg,보통이에요,보통이에요,보통이에요,두꺼워요
사이즈도 딱 적당하고 깔끔한 룩에 잘 어울립니다,남성, 174cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 딱 적당하고 깔끔한 룩에 잘 어울립니다,남성, 174cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
살짝 빳빳한 느낌덕에 슬랙스에 넣입하거나 블레이저 이너로 입어도 좋을 거 같아요,남성, 176cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인이 얇아서 코트 안에 입기에 아주 적합해요,남성, 173cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 좋아요 넥 부분도 깔끔하고 무난하게 잘 입을 거 같아요,남성, 169cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
조금얇은데 지금입기딱좋음 목시보리는 호불호탈듯,남성, 174cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
1  재질   면과 다르게 도톰하고  신축성이 좋으며  약간은 빳빳한    재질 너무 맘에 들어요 2  스타일   옆면 절개가 옷을 바지에 넣었을때도 이쁘게 나오고 좋습니다 3  색상   너무 색이 많아서 고민하다가 더스티크림으로 구매했는데 살짝 그린 빛 도는 아이보리  색깔  너무맘에듭니다 다른색으로 추가 구매 예정    4  총평   무탠다드가 무탠다드했다         앙기모리,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
원단질감 두께 색감 세탁 후 수축 실루엣 만족합니다,남성, 170cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
어깨선  팔길이는 괜찮은데 총장이 조금 길어서 넣어입는게 예쁠 것 같습니다  가격대비 소재가 탄탄합니다 ,남성, 178cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
넉넉한 사이즈에 깔끔한 디자인으로 간절기 이너로 좋을 듯 합니다 ,남성, 173cm, 78kg,커요,밝아요,보통이에요,보통이에요
기본티로 자켓 안에 받쳐입기 좋을 것 같습니다  재질이 독특한데 주름이 생기지 않아 좋습니다,남성, 180cm, 88kg,보통이에요,보통이에요,보통이에요,보통이에요
색감도 굳 핏도 좋습니다 재구매의사 무조건 있습니다ㅎㅎ,남성, 184cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요
작년에도 구매했고 올해도 다른 색상으로 구매했습니다 역시 좋네요 넥라인만 조금 더 쫀쫀했으면 좋을 거 같아요,남성, 170cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
아따마 옷이 너무 이쁩니다 쥐기네예  번창하이소,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인 잘 빠졌어요   정사이즈 가시면 될거같습니다  ,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
살짝 오버핏 사이즈라는 상품평을 많이 봤는데 그렇게 오버핏 스타일은 아닌듯요 같은 사이즈에 다른 색상도 샀는데  화이트만 유난히 소매길이가 짧아요 ,남성, 173cm, 67kg,보통이에요,밝아요,선명해요,보통이에요
내복같은느낌이 있긴하지만   안에입었을땨는 아주 좋습니다 ㅎㅎ,남성, 174cm, 70kg,보통이에요,어두워요,보통이에요,보통이에요
원하던 사이즈입니다 작을까봐 걱정했는데 잘 맞네요,남성, 168cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
사진에선 잘 안보일 수 있는데 어깨가 살짝 뜹니다 저와 체격이 비슷하시다면  사이즈 추천드려요 ,남성, 176cm, 63kg,커요,보통이에요,보통이에요,보통이에요
여유있는 핏으로 잘 나왔습니다요새같은 봄날에 그냥 상의로 입고다녀도 딱 좋아요,남성, 180cm, 90kg,보통이에요,보통이에요,보통이에요,두꺼워요
이전에 샀던 제품인데 밝은색상으로 재구매했습니다 재질이 너무 고급스럽습니다,남성, 178cm, 76kg,보통이에요,어두워요,보통이에요,보통이에요
이전에 샀던 제품인데 밝은색상으로 재구매했습니다 재질이 너무 고급스럽습니다,남성, 178cm, 76kg,보통이에요,어두워요,보통이에요,보통이에요
평소 100 사이즈  딱 좋아요 도톰하고전체적으로 신축성 있어서 너무 편해요 강력 추천 ㅎ,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
그레이셋업에 입을려고삿는데 지금날씨에 딱좋아요 안에 넣어서입으니 너무이뻐요  ,남성, 171cm, 67kg,보통이에요,밝아요,선명해요,보통이에요
이너로 최고입니다  어디에 맞춰입어도 무난하고 코디하기 좋음,남성, 179cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기에 목부분이 얇고 딱 이쁘고 좋습니다 ,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인이 일단 너무 맘에들어서 화이트 사서 입다가 블랙도 주문했어요  간절기 롱슬리브로 완전 딱 ,남성, 177cm, 70kg,보통이에요,어두워요,선명해요,보통이에요
본 코디에 이너로 받쳐입음여러벌 있는데 이 색깔이 그래도 손이 가네요 ,남성, 182cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
제가 찾고 있던 티셔츠 입니다  목라인이 깔끔하고 소재가 좋아서 티셔츠에 구김이 없어요,남성, 174cm, 68kg,보통이에요,보통이에요,선명해요,보통이에요
두장째 사서 입네요  옷이 흐물거리지 않아 좋고 넥쪽이 깔끔해서 이너로도 입기 좋습니다 ,남성, 181cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
저렴한 가격에 잘샀습니다다음에도 또 이용할게요 ,남성, 175cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
저와 비슷한 체격에 헬스를 하시는 분들이면  사이즈가 딱 맞습니다 ,남성, 170cm, 74kg,보통이에요,밝아요,보통이에요,보통이에요
무난해서 좋습니당 ㅎㅎ 레이어드용인데 그냥 입어도 좋은거같아요 ,남성, 178cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 매우 좋아서 돌려 입으려고 블랙과 오프화이트 1장씩 추가 구매했습니다  원단은 아주 부드러우면서 핏은 딱 잡아줍니다  후줄근하지 않아서 단품으로도 입기 좋고  봄 자켓 이너로 아주 잘 활용할 거 같습니다 ,남성, 177cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 매우 좋아서 돌려 입으려고 블랙과 오프화이트 1장씩 추가 구매했습니다  원단은 아주 부드러우면서 핏은 딱 잡아줍니다  후줄근하지 않아서 단품으로도 입기 좋고  봄 자켓 이너로 아주 잘 활용할 거 같습니다 ,남성, 177cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 이 제품 항상 입고 있습니다  가성비 매우 좋네요 ,남성, 175cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 넥 긴팔 티셔츠 원단이랑 색상 모두 맘에 드네요 구매하세요,남성, 175cm, 86kg,보통이에요,보통이에요,보통이에요,보통이에요
미니멀항 남친룩에 좋은 것 같아요  저렴한 가격에 비해 품질도 좋아요  원단이 탄탄해서 좋네요,남성, 173cm, 65kg,보통이에요,어두워요,보통이에요,보통이에요
미니멀한 룩에 너무 잘어울립니다  이너로도 좋고 단품으로도 좋아요,남성, 173cm, 65kg,보통이에요,밝아요,보통이에요,보통이에요
구김이 안 갈것같은 소재라서 좋아요  이너로 좋을것 같아요 ,남성, 174cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드용으로 라지 샀는데 딱 좋아요  착용감도 부드러워요 ,남성, 185cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
무신사 폰테 크루넥 긴팔 티셔츠 괜찮네요 검정색도 같이 구매했어요 생각보다 도툼하네요 잘 입겠습니다,남성, 175cm, 70kg,보통이에요,밝아요,선명해요,보통이에요
색감도 좋고 매우 편안해서 자주 입고있어요  많이 파세요 ,남성, 177cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
기본티라서 안에 받쳐입기 좋아요  날 따뜻해지면 단독으로도 좋을거같으요,남성, 170cm, 70kg,보통이에요,밝아요,선명해요,두꺼워요
기본티로 너무 좋네요  안에 받쳐입기도 좋고 날 좋아지면 하나만 입어도 좋을 것 같아요,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,두꺼워요
믿고사는 무탠다드 크루넥이네요 색상별로 구입했어요,남성, 172cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
목부분이 그냥 밴딩  표시가 없이 그냥 마감되어있어서 아우터에 더 시선이 가게 만드는 것이 맘에 들었습니다 ,남성, 184cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
원단감은 튼튼한데 두께가 두껍게 느껴지지는 않네요  검정  하양 잘 입고 있어서 색감있는 것도 구매해봤어요,남성, 176cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
이뻐요사이즈 한치수 다운 추천드립니다 담에 또 살게요,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
이뻐요사이즈 한치수 다운 추천드립니다 담에 또 살게요,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
옷이 겉이랑 안이 매우 부드러워서 촉감이 되게 좋아요  ,남성, 182cm, 78kg,보통이에요,보통이에요,보통이에요,얇아요
기대 이상의 쫀쫀함과 부드러움이 너무 좋습니다   또 살겁니다 대만족 너무 편해요,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
부드럽고 쫀쫀하고 정말 기대 이상으로 좋습니다 자주 시킬듯 하네요   잘입겠습니다,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
폰테라인이 질이 제일 좋은 것 같아요 깔별로 드가지고 싶음,남성, 181cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
탄탄하고 두께감있습니다 이너로 입기 딱이네요,남성, 180cm, 82kg,보통이에요,보통이에요,보통이에요,두꺼워요
항상 입던 바지 이색으로도 주문해봤어요 맘에들어요 ,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
이 티 기본으로 정말 좋아요  적당히 도톰하니 질도 좋고 핏도 예뻐요 화이트에 이어 블랙구매입니다 ㅎㅎ,남성, 175cm, 60kg,보통이에요,보통이에요,선명해요,보통이에요
이너로 입기 좋은 거 같아요 ㅎㅎ 사이즈는 세미오버로 적당했습니다  ,남성, 178cm, 86kg,보통이에요,보통이에요,보통이에요,얇아요
일반 면티보다 구김도 없고 가볍습니다  다른 색상도 구매하여 이용할 것 같아요 ,남성, 170cm, 59kg,보통이에요,보통이에요,보통이에요,보통이에요
인너 기본으로 입기 좋네요 ㅎㅎ사이즈는 약간 오버핏으로 나온거 같아이에 맞게 코디하면 좋을듯,남성, 177cm, 76kg,보통이에요,어두워요,선명해요,보통이에요
인너 기본으로 입기 좋네요 ㅎㅎ사이즈는 약간 오버핏으로 나온거 같아이에 맞게 코디하면 좋을듯,남성, 177cm, 76kg,보통이에요,보통이에요,선명해요,보통이에요
세일할때 샀는데 진짜 싸게 맘에드는옷     했네여,남성, 175cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무신사네요 흰색도 같이 구매했어요 도툼하니 지금 입기 좋네요 잘 입겠습니다,남성, 175cm, 70kg,보통이에요,어두워요,선명해요,보통이에요
작년에   샀는데 이번에는 이너용으로  구매 했는데 큰 사이는 없어서 너무 마음에 들어요  이 가격에 이정도 소재  짱짱한 제품 적극 추천합니다 ,남성, 176cm, 74kg,보통이에요,어두워요,선명해요,두꺼워요
작년에 검은색 구매하고 너무 마음에 들어서 또 구매합니다  소재 짱짱하고 가성비 쵝오 ,남성, 176cm, 74kg,보통이에요,밝아요,선명해요,두꺼워요
무탠다드기본티로 왕추천입니다 다른 무탠티보다 훨 좋아요,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
믿고 사는 무신사스탠다드입니다  재구매의사있어요,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
젛아요 근데 사이즈를 크기 갔더니 이너로 입었을 때 좀 내복같은 느낌이   ㅜㅜ,남성, 177cm, 70kg,커요,보통이에요,보통이에요,보통이에요
묵직한 부분은 모자이크함 ㅎ 생각한 핏이 아니여서 별로에용 무탠다드 기본티는 딱 괜춚인데 이건 손 잘 안갈듯,남성, 170cm, 68kg,작아요,보통이에요,보통이에요,보통이에요
무탠다드 기본티는  딱 괜춘인데ㅜ이거는  삿다가 애매해요 어깨선도 뜬 느낌이라 가라앉혀야항둣,남성, 170cm, 68kg,작아요,보통이에요,보통이에요,보통이에요
신축성이 좋아서 매우 편하게 입고 있어요  세 개 째 구매입니다ㅋ,남성, 176cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
차콜인줄 알고 잘못 사긴 했는데 색감 나쁘지 않네요,남성, 178cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요
젖꼭튀는 아    주살짝있어요흰티에서 이정도면 없다고해도될듯,남성, 164cm, 59kg,보통이에요,보통이에요,보통이에요,보통이에요
블레이저 이너로 입으면 딱입니다  내구성도 좋아보여요 ,남성, 172cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
가볍게 입기 좋아요두께감도 좋고   원하는 색상이에요,남성, 176cm, 78kg,보통이에요,어두워요,선명해요,보통이에요
핏 좋고 재질도 좋습니다  목 시보리가 깔끔해서 이너로 딱이네요,남성, 177cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
핏 좋고 재질도 좋습니다  목 시보리가 깔끔해서 이너로 딱이네요,남성, 177cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기엔 딱 좋아요  소재도 보들보들해서 민감한 피부에도 괜찮을 것 같아요  다만 조금 얇기때문에 흰옷 특성상 약간의 비침은 어쩔 수 없네요  그래도 가성비 좋게 구입해서 이너로 활용하기엔 좋은 것 같아요 ,남성, 171cm, 58kg,보통이에요,보통이에요,보통이에요,얇아요
기본티로 딱이고 가격도 착하고 깨끗한 흰색긴티임,남성, 183cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
재질좋은거같네요 세탁시 줄어드는건 봐야괼거같습니다,남성, 177cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입기 너무 좋습니다  단품으로 입어도 비침 같은건 옶어요,남성, 177cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
10번쨰 구매입니다  잘입겠습니다  봄  여름  가을  겨울 다 입을 수 있어 좋습ㄴ다 ,남성, 172cm, 59kg,보통이에요,보통이에요,보통이에요,보통이에요
목부분 얇은거 찾고있었는데 좋은거같습니다 잘입을게요,남성, 181cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
아우터 이너로 입기 딱 좋아요 단품으로 입기엔 얇아요,남성, 175cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
아우터 이너로 입기 딱 좋아요 단품으로 입기엔 얇아요,남성, 175cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
의심없이 살 수 있는 기본에 충실한 티셔츠임 소재도 좋음,남성, 177cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
원탑으로 입기에는 얇은감이 있어서 이너로만 입어야겠어요  깔끔하게 입고 싶을때 추천 ,남성, 181cm, 56kg,보통이에요,보통이에요,보통이에요,보통이에요
원탑으로 입기에는 얇은감이 있어서 이너로만 입어야겠어요  깔끔하게 입고 싶을때 추천 ,남성, 181cm, 56kg,보통이에요,보통이에요,보통이에요,보통이에요
넥라인 생각한 것 처럼 잘나오고 색감 핏 만족합니다 ,남성, 180cm, 72kg,보통이에요,어두워요,선명해요,얇아요
사이즈가 딱이쁘게 좋고색상은 누렇지 않은게 참 괜찮네요,남성, 173cm, 66kg,보통이에요,보통이에요,선명해요,보통이에요
역시 무탠다드 기본으로 최고입니다 좋아서 하나 더 구매했습니다 ,남성, 182cm, 88kg,보통이에요,보통이에요,보통이에요,보통이에요
옷에 오염이 있어서 2번이나 교환받았어요 ㅠㅠ 배송도 느린데 교환까지 받아서 더 오래걸렸어요  근데 문제는 이게 약간 옷마다 넥라인 뿔   이 좀 달라요  원래 오염있던 2개는 목 뿔 없이 딱 예뻤는데  최종적으로 오염없는 제품으로 교환받은 제품은 뿔이 좀 있어요 그리고 어깨뿔도 좀 있어요   아마 다림질 해서 입어야 할듯요  재질은 엄청 부드럽고 좋아요  목도 안 늘어날 것 같아요 ,남성, 173cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
전체적으로 불편하지 않게 조금 여유있게 잘 맞아요팔 길이는 여유있는건 아니고 딱 맞네요,남성, 183cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요
기본티로 너무 좋을 것 같아요  변색되지 않고 오래오래 입길  ,남성, 171cm, 70kg,보통이에요,밝아요,선명해요,얇아요
기본템으로 좋아요  블랙 느낌이면서 그레이느낌도 나요,남성, 177cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 좋습니다  특히 넥라인이 포인트로 이뻐요 ,남성, 177cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로도 단품으로도 활용할 수 있어서 좋고 소재도 굉낭히 부드럽습니다 가성비도 좋구요 추천함니다,남성, 175cm, 73kg,보통이에요,보통이에요,보통이에요,얇아요
이너로도 단품으로도 활용할 수 있어서 좋고 소재도 굉장히 부드럽습니다 가성비도 좋구요 추천함니다,남성, 175cm, 73kg,보통이에요,보통이에요,보통이에요,얇아요
이렇게 바지 안에 넣어도 괜찮고  기장 짧은 외투에 빼고 입어도 좋은 듯 합니다 ,남성, 182cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
지난번  사이즈 샀다가 좀 큰감이 있었는데  이 딱 맞네요 담부턴  으로 사야겠어요,남성, 174cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
티셔츠하나 레이어드할려고 산건데 기장도 길게 빠져서 좋네요,남성, 169cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 면이 쫀쫀해서 좋은데 넣어입기에는 길이감이 살짝 짧은것 같아서 아쉽네요 옷은 이쁩니다 ,남성, 176cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요
이가격에 잘샀다고생각합니다 추천해요 색도이뻐요,남성, 182cm, 78kg,커요,보통이에요,보통이에요,보통이에요
