리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
정말 느낌있는 맨투맨이네요  색깔이 정말 마음에 듭니다 ,남성, 177cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템이 필요해서 샀어요 깔끔하고 편해서 좋아요,남성, 172cm, 59kg,보통이에요,밝아요,선명해요,보통이에요
키185에 120키로 굉장한 돼지입니다 쿰척쿰척 편하게 잘 입고있습니다 사이즈때문에 무신사만 이용합니다 저와 같은 돼지들은 무신사 강추드립니다 ㅎㅎ,남성, 185cm, 120kg,작아요,보통이에요,보통이에요,보통이에요
아재입니다  예전에  사이즈 시보리들은 힘이 좀 있었는데  이번에 산    시보리들은 힘이 별로 없네요 목이 금방 늘어날거같아요  편하게 잘입겠습니다 ,남성, 176cm, 78kg,커요,보통이에요,보통이에요,보통이에요
생각보다는 작아서 당황하였지만 그래도 색감이 사기입니당,남성, 162cm, 53kg,작아요,보통이에요,보통이에요,보통이에요
좋습니다 짱이에요  무난 소굿 예아 이거죠 이게 가봄,남성, 177cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
너무 예뻐요 세일할때 구매했는데 완전 만족합니다,남성, 167cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
기본템으로 입기 좋아요 질도 좋고 가성비 최고입니다ㅎㅎ,남성, 183cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
너무 편안하고 재질도 좋습니다  약간 사이즈가 큰게 넉넉해서 마음에 들어요,남성, 173cm, 80kg,커요,보통이에요,선명해요,보통이에요
핏도 괜찮고 원단도 제가 딱 좋아하는     코튼이네요  ,남성, 183cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
색감이랑 질감이 좋은 것 같아요색깔별로 재구매합니다,여성, 163cm, 47kg,보통이에요,보통이에요,보통이에요,보통이에요
정말 기본템에 저렴하게 나온 스웨트셔츠블랙이네여,남성, 182cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
깔끔한 네이비 셔츠입니다  가성비 대비 매우 좋아요,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
너무너무 예쁨 역시 무신사 잘 안 늘어나서 좋음이 정도 가격이면 삼,여성, 161cm, 48kg,보통이에요,보통이에요,보통이에요,보통이에요
저한테 딱 맞는 사이즈와 적당한 가격 색도 이쁘네요,남성, 188cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
와 진짜 대박 잘건졌어요 ㅠㅠ 이 가격에 너무 이뻐요 최고  ,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
와 진짜 대박 잘건졌어요 ㅠㅠ 이 가격에 너무 이뻐요 최고  ,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
큰 기대 안하고 구매했는데 잘 입고 있습니다  만족스럽습니다 ,남성, 165cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
편해서 이것만 입고다니네요 거의 가격도 좋고 굿,남성, 167cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
색도 깔끔하고 재질도 마음에 들어요 다른 색도 구매하려구여,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
재질 스타일 핏 가격 다 미쳤어요 너무 두껍지도 얇지 않아서 입기 더 좋아요,남성, 174cm, 64kg,보통이에요,보통이에요,선명해요,보통이에요
검정색 주문했다가 제 스펙에 딱 맞아서 화이트로 또 주문합니다 역시 그대로고 진짜 좋네요 이 가격에 이 정도 퀄리티 잘 입을게요 감사합니다,남성, 180cm, 54kg,보통이에요,밝아요,선명해요,보통이에요
가격대비 옷 재질  디자인  색상  핏이 너무 좋습니다  구매 강추합니다 ,남성, 167cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
스웨트 셔츠 적당히 두꺼워서 따뜻하고 디자인 및 착용감 좋습니다,남성, 174cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
2만원 아래로 가격 괜춘하구세탁해도 넥라인도 앵간  핏감도 좋음요,남성, 178cm, 48kg,보통이에요,어두워요,선명해요,보통이에요
비슷한 가격대의 멜란지마스터와 비교했을때 조금 더 얇습니다  큰 차이는 없으니 왼손목의 로고가 신경쓰이는 분은 무탠다드  아니면 멜란지마스터로 가세요 ,남성, 174cm, 59kg,보통이에요,보통이에요,보통이에요,보통이에요
적당히 도톰해서 봄겨울에 입기 좋아요  색감 괜찮습니다,남성, 172cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
운동할때랑 어디 편하게 대충입거 나가기 좋은 용도인듯 가성비 좋고 자주 입어요ㅔ,남성, 183cm, 95kg,보통이에요,보통이에요,선명해요,보통이에요
옷 엄청 짱짱하고 좋아요 하나쯤 옷추천드립니다,남성, 172cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하고 이쁜거같아요 무탠다드짱 잘입을게요,남성, 171cm, 56kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하고 이쁜거같아요 무탠다드짱 잘입을게요,남성, 171cm, 56kg,보통이에요,보통이에요,보통이에요,보통이에요
정사이즈고 재질도 좋네요 이너로 입기좋은거 같아요,남성, 178cm, 79kg,보통이에요,보통이에요,선명해요,보통이에요
아우터 안에 입으면 최고에요 진짜가성비도 좋고 따뜻하고 필수아이템,남성, 179cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
부담없이 편하게 입기 좋아서색상별로 구매합니다,남성, 170cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
색깔도 좋은데 빨래하니 줄어들긴 햇어요ㅠㅠ옷 자체는 넘 이뻐요,남성, 175cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
색깔도 좋은데 빨래하니 줄어들긴 햇어요ㅠㅠ옷 자체는 넘 이뻐요,남성, 175cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
평소 사이즈   입고 팔이 긴편인데도 팔길이 넉넉해요  그냥   입었어도 충분히 맞았을 거 같아요  할인할 때 사두면 전투용으로 유용할 듯 ,남성, 177cm, 68kg,커요,보통이에요,보통이에요,보통이에요
사이즈 핏 적당하니 재질 색상 다 맘에드네요 가격두 좋아요,여성, 162cm, 48kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 핏 적당하니 재질 색상 다 맘에드네요 가격두 좋아요,여성, 162cm, 48kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈도 아주 알맞고 편하게 입고 다니기 좋습니다,남성, 183cm, 70kg,보통이에요,어두워요,선명해요,보통이에요
입던 게 좀 낡아서 다시 재구매 했어요 무탠은 무지성 주문입니다,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
항상 검은색만 입어서 밝은 색상 구매했는데 오트밀이살짝 회색끼가 돌아요 크기도 좋고 가격도 좋아서 다른색도 구매하려고요,여성, 162cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
재질이 생각보다 좋네요 편하게 잘 입을것 같습니다,남성, 176cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 입을려고 구입을 했습니다 마음에 듭니다,남성, 182cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
원단도 제가 즇아하는    코튼이고 핏도 좋네요 잘 입을게요,남성, 183cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비 좋은데 사이즈 업할걸 그랬네요 편하고 좋습니다,남성, 177cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 후기들 보고 삿는데 잘 맞음세일할때 사자마자 세일 끝남상의는    했어도 될듯함받아보니 도톰하고 맘에듬건조기 돌렸더니 조금 후줄근,남성, 188cm, 81kg,보통이에요,보통이에요,보통이에요,두꺼워요
어디든 잘 어울리는 옷이네요  가성비 좋고 옷도 편하고 재질도 좋은게 상당히 만족합니다  체격이 크신분들은 한치수 크게 입으시거니 정사이즈 추천드랴요,남성, 172cm, 58kg,보통이에요,어두워요,선명해요,보통이에요
천재질도 좋고 색감도 너무 이쁘고 사이즈도 딱좋습니다,남성, 176cm, 60kg,보통이에요,보통이에요,선명해요,보통이에요
편해요엄청 하얀색이에요 아이보리향 첨가정도 됨,남성, 176cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
편해요 색깔은 일반적으로 아는 회색 맨투맨에서 조금 어두운 느낌이에요,남성, 176cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요
기본중에 기본 이쁘고 사이즈 적당하고 맘에들어여,남성, 175cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요
가성비가 정말 매우 아주 좋아요 재구매 의사 있어요,남성, 180cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
좋아요  정사이즈입니다  추가 구매 예정입니다  좋아요,여성, 172cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈는 공용사이즈인지 정사이즈보다 조금 작은것같아요,여성, 170cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
스웻셋업 다른데서 산거 후회하다가 무탠다드꺼 샀는데너무 만족이에요 ,남성, 180cm, 100kg,보통이에요,보통이에요,보통이에요,보통이에요
믿고 사는 무탠다드 맨투맨 입니다  두께가 적당하고 소재가 좋아요,남성, 176cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
믿고 사는 무탠다드 맨투맨 입니다  두께가 적당하고 소재가 좋아요,남성, 176cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
믿고 사는 무탠다드 맨투맨 입니다  두께가 적당하고 소재가 좋아요,남성, 176cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
딱 정핏인거 같습니다 오버하게 입으실분은 사이즈업 하셔야할듯색감이뻐요,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,얇아요
정말 기본에 충실한 맨투맨입니당 편하게 입고 다니기 너무 좋아요,남성, 175cm, 79kg,커요,보통이에요,보통이에요,보통이에요
무지맨투맨 좋아해서 샀습니다무난하고 좋아요,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
세탁 후에도 늘어남 없이 탄탄하고 바지도 구매했어요,남성, 185cm, 95kg,보통이에요,보통이에요,선명해요,보통이에요
활동성이 무지 좋은 추리닝  닳을 때까지 입고 또 살 예정입니다 ,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 믿고 입는 무탠다드 좋아요 예쁘고 편합니다,남성, 175cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
셋업으로 입으려고 샀는데 사이즈가 정사이즈입니다 한치수 더 큰걸로 갔으면 더 이쁜 핏 나왔을 것 같아서 아쉽네용 ㅠㅠ,남성, 168cm, 60kg,보통이에요,밝아요,선명해요,보통이에요
사이즈가 조금 적당한 느낌입니다 전 다음엔 라지로 사야겠너요,남성, 166cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 어디든 휘뚜루 마뚜루 잘 코디 가능합니다,남성, 170cm, 60kg,보통이에요,어두워요,선명해요,보통이에요
무탠다드는 역시 갓성비네요이너로 입을 검정 맨투맨 찾고있었는데싼 가격에 득템했습니다역시 무탠다드 ,남성, 168cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 잘 맞고 세탁 후에도 짱하고 색상 밝아서 더 좋아요,남성, 185cm, 95kg,보통이에요,밝아요,선명해요,보통이에요
셋트로 구매했는데가격이 너무 저렴해서편하게 입기에 좋습니다  ,남성, 178cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
오버핏으로 입고 싶었는데  사이즈 미스가 났네요     로 갈 걸 그랬습니다   제가 몸이 슬림한 편인데도 품이 너무 좁아요  동사이즈 기준 헤비웨이트 버전보다 확실히 작게 나왔네요 ,남성, 177cm, 62kg,작아요,보통이에요,보통이에요,보통이에요
오버핏으로 입고 싶었는데  사이즈 미스가 났네요     로 갈 걸 그랬습니다   제가 몸이 슬림한 편인데도 품이 너무 좁아요  동사이즈 기준 헤비웨이트 버전보다 확실히 작게 나왔네요 ,남성, 177cm, 62kg,작아요,보통이에요,보통이에요,보통이에요
사이즈도 적당하고 질도 괜찮습니다  색깔도 나쁘진 않은데 기대한만큼의 색상은 아니라 조금 아쉽습니다 ,남성, 173cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
2만원대 이 정도 퀄리티라니  역시 무탠다드 무탠다드 하는 이유가 있네요 시보리 완전 쫀득하고  너무나 원하던 핏이에요 177   80   약간 오버핏으로    입었는데  딱입니다 기모는 없는데  두께감이 살짝 있어  이제 봄되면 매일 입고 다닐 예정이에요  같은 모델  다른 색상 추가 구매 예정입니다 감사합니다 ,남성, 177cm, 80kg,보통이에요,어두워요,보통이에요,보통이에요
사이즈가 몸에 딱 맞고 운동할때 입어도 편하고 좋아요,남성, 172cm, 68kg,보통이에요,밝아요,보통이에요,보통이에요
사이즈 적당해요 한사이즈 더 크게 사도 오버핏으로 잘 입을것 같네요  잘입을게요,남성, 174cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
무탠다드 기본 스웻셔츠답게 가성비좋고 편하게 입기 좋아요,남성, 178cm, 51kg,보통이에요,보통이에요,보통이에요,보통이에요
딱 정핏의 맨투맨이에요 누런끼 없이 완전 쨍한 화이트 색상입니당,여성, 162cm, 43kg,보통이에요,밝아요,선명해요,보통이에요
너무 맘에 들어서 두번째 구매중 이거만큼 딱 맘에 드는게없음,남성, 173cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
시보리도 짱짱하고 여러번 입어도 목 늘어남이 적어요  많이 입고 세탁 시에는 늘어나긴합니다 ,남성, 177cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
오버핏은 아니고 정핏 같아요 스트릿 브랜드와 비교했을 때는 좀 작습니다  이랑    고민했는데   로 가길 잘한 것 같습니다 시보리도 적당히 짱짱하고 가격대비 괜찮아요 ,남성, 174cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
상의   하의  입니다  오버핏은 아니구 살짜기 여유 있는 레귤러핏입니다 ,남성, 176cm, 78kg,보통이에요,보통이에요,보통이에요,얇아요
저번에 피그먼트 스웨트 셔츠도 무탠다드 샀었는데 그것도 너무 좋아서 이번에도 무지는 무탠다드로 구매  역시나 실망시키지 않음 ,남성, 182cm, 87kg,보통이에요,어두워요,보통이에요,보통이에요
색도 괜찮고 사이즈도 적당하네요  편하게 입을 수 있을 것 같아요,남성, 175cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
편하게 입을 수 있는 검정색 맨투맨입니다  좋아요,남성, 175cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
상의 100인데  사이즈 입으니 딱 맞습니다  너무 딱 끼지도 너무 오버사이즈도 아닌 딱 적당하게 편한 핏 입니다  두께감은 보통이라 발열내의 입으면 겨울에 입을수 있고 안입으면 봄에도 입을 수 있습니다 ,남성, 165cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
배송도 빠르고 전체적으로 만족합니다 이쁘게 입겠습니다 ,남성, 183cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요
광장히 편합니다  공부라던지 집중이 필요할 때 좋아요,남성, 171cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
할인할때 싸게 잘 산거같아요 재질도 좋고 무탠다드 좋아요  ,남성, 180cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
다른색사고 맘에 들어서 하나 더샀네요탄탄합니다,남성, 176cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
질감 좋고 다른옷이랑 매치하기 편합니다 세탁을 안해봐서 모르지만 줄지만 않으면 괜찮은 선택일듯  ,남성, 177cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요
딱 기본 맨투맨인데 촉감 좋고원단 단단하고 기본템으로 입기 너무너무 좋아요 ,남성, 180cm, 81kg,보통이에요,어두워요,선명해요,보통이에요
옷 정사이즈로 딱맞습니다 이쁩니다 꼭 사세요 기장 안길고 팔사이즈도 딱 맞습니다,남성, 170cm, 62kg,보통이에요,어두워요,선명해요,보통이에요
이너로 입을려고 구매했어요 가성비 있고 입었을때 느낌이 좋아요,남성, 179cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
이너로 입을려고 구매했어요 가성비 있고 입었을때 느낌이 좋아요,남성, 179cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
가성비가 좋음편하게 입을 수 있음질도 나쁘지않음,남성, 174cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요
팔 쪽이 살짝 길긴한데 접어서 입으면 되서 괜찮고 다른 부분은 다 맘에 들어요,남성, 181cm, 92kg,보통이에요,보통이에요,보통이에요,보통이에요
다른동네에서 놀지않고 인간무탠이 되도록 노력할게요 ,여성, 168cm, 60kg,커요,보통이에요,보통이에요,보통이에요
명절연휴 뒤 무사히 받아볼 수 있어서 좋았습니다 ,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,얇아요
너무 좋아요 너무 좋아요 너무 좋아요 진짜 너무 좋아요,남성, 172cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
가격대비 좋은 옷이라고 생각할 만큼 착용감이 좋아요,여성, 176cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
좋아요 원래 입던거 너무 많이 입어서 찢어져서 다시 삼,남성, 176cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
좋ㅇㅏ요 항상 어두운것만 입다가 밝은거 사봤는데 괜찮,남성, 182cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
스타일후기작성 예시스타일후기작성 예시스타일후기작성 예시스타일후기작성 예시,NaN,NaN,NaN,작아요,어두워요,흐려요,얇아요
기본으로 막 입을 맨투맨 싸게 샀는데 가격대비 정말 좋아요 안쪽으로 넣으면 기장 딱맞아요,남성, 170cm, 62kg,보통이에요,밝아요,선명해요,보통이에요
굿 크지도 작지도않은 약간 여유있는 사이즈에 재질도 만족합니다  출근시 외출시 가볍게 입기 너무 좋아요,남성, 175cm, 74kg,보통이에요,보통이에요,선명해요,보통이에요
블랙제품도 구입했네요  정핏에 두께도 적당히 좋습니다,남성, 170cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
현대인의 교복과 같은 옷이라고 볼 수 있습니다  스티브 잡스는 똑같은 목티가 10벌 넘는다고 그랬죠  그 이유는 그가 옷 뭐일까 고민하는 시간도 아까워 했기 때문입니다 만약 스티브 잡스가 목티가 아니라 이 옷을 매번 입었다고면 지금 애플은 그냥 애플이 아니라 파인애플 정도 되었을 것으로 쉽게 추측 가능합니다 존경하는 스티브 잡스가 무난한 옷으로 매번 창의적인 생각을 도모했듯 이 옷도 그정도로 무난 때립니다 사이즈는 조금 큰데 힙합 느낌 가능,남성, 171cm, 70kg,커요,어두워요,보통이에요,보통이에요
따뜻하고 무난해서 편하게 입기 진짜 좋은 것 같아요,남성, 181cm, 72kg,커요,밝아요,선명해요,보통이에요
사이즈 딱 맞고 짱짱한게 넘 좋네요 잘 입겠습니다 ,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 적당한거같고 원단감 괜찮고 가성비좋아요 ,남성, 175cm, 90kg,보통이에요,밝아요,선명해요,두꺼워요
가격도 싸고 무난해서 마음에드네요 추천드립니다,남성, 178cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
핏이 저한테 완전 딱이에요 너무 두껍지도 너무 얇지도 않아요 ,남성, 180cm, 90kg,보통이에요,보통이에요,선명해요,보통이에요
색도 선명하고 저는 아니지만 핏도 예뻐요 깔끔하고 좋아요,남성, 169cm, 70kg,보통이에요,보통이에요,선명해요,보통이에요
색도 선명하고 저는 아니지만 핏도 예뻐요 깔끔하고 좋아요,남성, 169cm, 70kg,보통이에요,보통이에요,선명해요,보통이에요
역시 무탠다드 제품 답네요  가성비 굿  스타일 굿입니다 ,남성, 166cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
딱 기본으로 입기 좋고 무난합니다 추천드릴게요,남성, 191cm, 100kg,보통이에요,보통이에요,보통이에요,보통이에요
옷이 루즈한게 딱 이뻐요 110사이즈가 저한테 딱 맞아요다음에 또 구매할게요,남성, 181cm, 93kg,보통이에요,보통이에요,보통이에요,보통이에요
생각했던 것보다 이뻐서 놀랐습니다  재구매의사 백백번 천번도 더 있습니다,남성, 175cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 딱 맞고 짱짱한게 넘 좋네요 잘 입겠습니다 ,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 딱 맞고 짱짱한게 넘 좋네요 잘 입겠습니다 ,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
배송도 빠른 느낌이고 색감도 생각했던 거라 좋았네요,남성, 185cm, 72kg,보통이에요,보통이에요,보통이에요,얇아요
색감이 잘 빠졌어요  아무 바지 위에 기본템으로 입기 좋아요  ,남성, 177cm, 70kg,보통이에요,어두워요,선명해요,보통이에요
정사이즈 가시면 됩니다 옷 면도 좋고 색상도 이쁘네요,남성, 180cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
색상  사이즈  두께감 생각한대로입니다  품질도 괜찮고  아주 만족스러워요 ,남성, 174cm, 80kg,보통이에요,밝아요,선명해요,보통이에요
딱 맞습니다 답답하지도 않고 크지도 않고 만족스럽습니다 굿굿,남성, 180cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요
정말 기본 무지티 최고인 거 같아요 앞으로도 무지티는 스탠다드만 이용할 거 같아요,남성, 173cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
저렴한가격에 구매했는데 생각보다 퀄리티도 좋고 옷도 예쁘고 만족합니다 ,남성, 180cm, 82kg,보통이에요,보통이에요,선명해요,보통이에요
가볍게 입기 좋고 편해요 저는 좀 얇다는 느낌이 있었지만 이 가격대에 최고 만족도입니다 ,남성, 164cm, 68kg,보통이에요,어두워요,보통이에요,얇아요
큰사이즈가 있어 너무 좋네요  사이즈 넉넉하고 두께감도 좋습니다 ,남성, 183cm, 110kg,보통이에요,보통이에요,보통이에요,보통이에요
실패없는 무탠다드 가성비 너무 좋아요 정핏이니까 오버핏 원하시면 1업하세용,남성, 173cm, 63kg,보통이에요,어두워요,선명해요,얇아요
색이 약간 밝고 예뻐요 적당한 두께감에 봄 가을에 적당할듯,남성, 165cm, 78kg,보통이에요,밝아요,선명해요,보통이에요
너무 이뻐요  특히 청바지랑 입으면 안성맞춤입니다 ,남성, 176cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요
어떤 옷이랑 입어도 어울려요  매우 매우 추천합니다 ,남성, 176cm, 63kg,보통이에요,보통이에요,선명해요,보통이에요
무난한 맨투맨 딱좋습니다 색깔벌로 사고싶어요,남성, 175cm, 60kg,커요,보통이에요,선명해요,보통이에요
너무 이뻐요    현대백화점에서 열리는 행사갔었는데 귀족이 된 기분 입니다,남성, 176cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
어두운 네이비라서 좋네요밝은데 가면 네이비 티나요,남성, 185cm, 95kg,보통이에요,보통이에요,보통이에요,보통이에요
평범하게 아무곳이나 입어도 다 잘 어울려요 가격도 착하고,남성, 169cm, 70kg,보통이에요,어두워요,선명해요,보통이에요
사진 그대로에요  편하고 싶을 때 입기 좋을 것 같네요 ,남성, 175cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요
이뻐요 다른색도 또 살 거 같아요 가성비 완전 좋아요,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 좋고 많이 세탁해도 안늘어나고 좋아요  ,남성, 184cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
무난하게 정핏으로 입기 좋네요아우터 안에 입기 좋습니다,남성, 180cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
잘 입고 있습니다  뭘 입든 무난하게 잘 어울려서 좋습니다,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 딱 괜찮고  스웨트라 한 사이즈 크게 사시는 걸 추천 드려요,여성, 162cm, 88kg,보통이에요,보통이에요,선명해요,보통이에요
