user,26,27,28,29,30,31,32,33,34,36,38,40
LV 5 마리어워,,,,,,-1.0,,,,,,
LV 5 마스다,,,,,,,,,0.0,,,
LV 5 마지노1208,,0.0,,,,,,,,,,
LV 5 매일이쁘게입자,,,0.0,,,,,,,,,
LV 5 매클린,,,,,,,0.0,,,,,
LV 5 맨동야,,,,,,,0.0,,,,,
LV 5 멤버_a177e63830ae,,,,,,,,0.0,,,,
LV 5 목포유달산,,,,,,,,,0.0,,,
LV 5 무으엉,,,,,,,0.0,,,,,
LV 5 문찐5371,,,,,,,0.0,,,,,
LV 5 므르글부르글,,,,,,,0.0,,,,,
LV 5 바실로마첸커,,,,,,,0.0,,,,,
LV 5 박스줍는노인,,,,,-1.0,,,,,,,
LV 5 박캉테,,,,,,,0.0,,,,,
LV 5 버질아왜불로,,,,,,,,,0.0,,,
LV 5 벤시몽,,,,,,,,0.0,,,,
LV 5 별방지기,,,,,,,,0.0,,,,
LV 5 부쓱,,,,,,,,0.0,,,,
LV 5 불방새,,,,,,,,,,0.0,,
LV 5 비앙키이,,,,,,-1.0,,,,,,
LV 5 뽀루밍정,,,,,,,0.0,,,,,
LV 5 사랑꾼정원이,,,0.0,,,,,,,,,
LV 5 사학자,,,,,,,,,,0.0,,
LV 5 샬라샬,,,,,,,,,,0.0,,
LV 5 섀디,,,,,,,,0.0,,,,
LV 5 섭이요1,,,,,,0.0,0.0,,,,,
LV 5 성대경제,,,,,,-1.0,,,,,,
LV 5 수방노,,,,,,,0.0,,,,,
LV 5 수안아빠,,,,,,,,,0.0,,,
LV 5 쉬지않고달려,,,,,,,0.0,,,,,
LV 5 신사숙녀여러분다사랑해,,,,0.0,,,,,,,,
LV 5 신승협,,,,,,,,0.0,,,,
LV 5 실버_2011fa7a881e,,,,,,,0.0,,,,,
LV 5 실버_ad5e081f7de6,,,,,,0.0,,,,,,
LV 5 아드리카,,,,,,,0.0,,,,,
LV 5 안병준님,,,,,,0.0,,,,,,
LV 5 앤트맨과와스프,,,,,,,,0.0,,,,
LV 5 엄텨,,,,,0.0,,,,,,,
LV 5 엠씨스님스,,,,,,,0.0,,,,,
LV 5 옷알못임니다,,,,0.0,,,,,,,,
LV 5 옷은있어도없는것,,,,0.0,,,,,,,,
LV 5 옷이날개인데,,,,,,,,,,0.0,,
LV 5 우형제빠더,,,,,,,,,0.0,,,
LV 5 으갱이,,,,,,0.0,,,,,,
LV 5 의경수경,,,,,,,,-1.0,,,,
LV 5 이김지유삐,,,,,,,,0.0,0.0,,,
LV 5 입롤의 왕자,,,,,,,,0.0,,,,
LV 5 자기관리 끝판왕,,,,,,0.0,,,,,,
LV 5 점만,,,,,0.0,,,,,,,
LV 5 정월,,,,,,,0.0,,,,,
LV 5 제발편해져라,,,,,,,,,0.0,,,
LV 5 종각역멸치주먹,,,,,,,0.0,,,,,
LV 5 좋은날ㅆ,,,,,0.0,,,,,,,
LV 5 주넹이_,,,,,0.0,,,,,,,
LV 5 준준준si,,,,,,0.0,,,,,,
LV 5 쭈 하이,,,,,,0.0,0.0,,,,,
LV 5 최용녀,,,0.0,,,,,,,,,
LV 5 치리리루루,,,,,,,,0.0,,,,
LV 5 친구얌,,,,0.0,,,,,,,,
LV 5 칡술s,,,,,-0.5,,,,,,,
LV 5 카12붐,,,,,,,-1.0,,,,,
LV 5 캡틴마린,,,,,,,,,0.0,,,
LV 5 캬룩,,,,,0.0,,,,,,,
LV 5 켈리클락,,,,,,0.0,,,,,,
LV 5 콩먹는콩국수,,,,,0.0,,,,,,,
LV 5 쿠리네,,,,,,,,,,,,0.0
LV 5 클로버로드,,,,,,0.0,,,,,,
LV 5 킥킥기,,,,,,,,,,0.0,,
LV 5 태주랑,,,,,,,0.0,,,,,
LV 5 툐마툐,,,,1.0,,,,,,,,
LV 5 트랠,,,0.0,,,,,,,,,
LV 5 특별히 큰 왕만두,,,,,,,,,,-1.0,,
LV 5 패고진,,,,,,,,,0.0,,,
LV 5 포돌엽상,,,,,,0.0,,,,,,
LV 5 푹쉬라,,,,,,,0.0,,,,,
LV 5 핑듀~,,,,,,0.0,,,,,,
LV 5 하늘2213,,,,,,,,-1.0,,,,
LV 5 혹고탕,,,,,,,,,0.0,,,
LV 5 휴군,,,,,,,,,,0.0,,
LV 5 히힙힙하,,,,,,,,,0.0,,,
LV 6 ArsenQ7,,,0.0,,,,,,,,,
LV 6 BLUE_BLUW,,,,,0.0,,,,,,,
LV 6 Cwjcwj,,,,,,0.0,,,,,,
LV 6 Itrmrh,,,,,,-0.3333333333333333,,,,,,
LV 6 Joon03,,,,,,,0.0,,,,,
LV 6 Seo....,,,0.0,,,,,,,,,
LV 6 Starbucks@,,,,,0.0,,,,,,,
LV 6 hgh1,,,,,,,0.0,,,,,
LV 6 kch201,,,,,,0.0,,,,,,
LV 6 kim__yongjin,,,,,0.0,,,,,,,
LV 6 skku52,,,,,,,0.0,,,,,
LV 6 univ255,,,,,,,0.0,,,,,
LV 6 yh4271,,,,,,,,,,0.0,,
LV 6 기동경찰,,,,,,0.0,,,,,,
LV 6 김살라,,,,,,,0.0,,,,,
LV 6 뉴비_d62cec4a,,,,,,,0.0,,,,,
LV 6 대륜고등학교,,,,,0.0,,,,,,,
LV 6 더프레즌트,,,,,0.0,0.0,,,,,,
LV 6 라가하,,,,,,,,0.0,,,,
LV 6 멸칫다리,,,,,,,-1.0,,,,,
LV 6 봄비입니다,,,,,,0.0,,,,,,
LV 6 빙구요시,,,,,0.0,,,,0.0,,,
LV 6 슈퍼정자,,,,,,,,,0.0,,,
LV 6 승로찡,,,,,,0.0,,,,,,
LV 6 신의사위,,,,,,0.0,,,,,,
LV 6 악부,,,,,,,,,0.0,,,
LV 6 얌야무얌,,,,,,,0.0,,,,,
LV 6 엘라이,,,0.0,,,,,,,,,
LV 6 와이드핏어려워요,,,,,0.0,,,,,,,
LV 6 우럭이우럭다,,,,,,-1.0,,,,,,
LV 6 우주최강끼끼,,,,,,,,,0.0,,,
LV 6 원불02,,,,,,,0.0,,,,,
LV 6 응그거안통해,,,,,,,,,,0.0,,
LV 6 이게되네요,,,,0.0,,,,,,,,
LV 6 장에는윌,,,,-1.0,,,,,,,,
LV 6 준보이,,,,,0.0,,,,,,,
LV 6 지키지키지키지,,,,,,,,,0.0,,,
LV 6 집에가고싶다...,,,,,0.0,,,,,,,
LV 6 칸피,,,,,0.0,,,,,,,
LV 6 터프가위1,,,,,,,0.0,,,,,
LV 6 털보네청포도,,,,,,,,,,,1.0,
LV 6 팡123,,,,0.0,,,,,,,,
LV 6 팡철이,,,,0.0,,,,,,,,
LV 6 패션의시작은몸,,,,,,0.0,,,,,,
LV 6 패션폭격기,,,,,,,0.0,,,,,
LV 6 퍼써미,,,,,,0.0,,,,,,
LV 6 하반기,,,,,,,0.0,,,,,
LV 6 확실하게해봄,,,,,,,0.0,,,,,
LV 6 확찐자ㅏ,,,,,,,,,0.0,,,
LV 6 후후하후하,,,,,0.0,,,,,,,
LV 7 aabbddc,,,,,0.0,,,,,,,
LV 7 기태에에에요,,,,,,,,,0.0,,,
LV 7 따뜻한_아아,,,,,,,0.0,,,,,
LV 7 무지성랄뚜기,,,,,,,,0.0,,,,
LV 7 방실방실해,,,,,,,0.0,,,,,
LV 7 번방의 선물,,,0.0,,,,,,,,,
LV 7 엠씨김꾼,,,,,0.0,,,,,,,
LV 7 옷사요11,,,,,,,,0.0,,,,
LV 7 우우우핸,,,,,,,,,,0.0,,
LV 7 작은섬광,,,,,,0.0,,,,,,
LV 7 최영준이,,,,,,,0.0,,,,,
LV 7 패린이성지,,,,,,0.0,,,,,,
LV 7 하얀곰팅이,,,,,,,,-1.0,,,,
LV 8 엄지플립4축하,,,,,,,0.0,,,,,
