user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval,cm,총장,어깨너비,가슴단면,소매길이
LV 3 뉴비_9d74e636,여성, 167cm, 49kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,편하게 입을라구 샀는데 실물이 더 예뻐서 만족합니다 !!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 페이블 루머,여성, 166cm, 48kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,후드와 바지 사이즈 모두 적당해서 편하게 입겠어요 후드 옆 슬릿들어가서 예뻐요배송도 3일 정도로 빨랐습니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 뉴비_f5d0a958,남성, 180cm, 67kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",4.0,180에 100-105사이즈 남자한테 상의는 편하게 하의는 슬림하게 맞고170에 55사이즈 여자한테 오버핏으로 맞아요,커요,밝아요,선명해요,보통이에요,,,,,
LV 4 뚜비두루밥,여성, 161cm, 55kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",3.0,색감이 너무 예뻐요. 후드가 좀 많이 크고 무겁지만 나름 오버핏으로 입기에 좋은것같아요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 뿅갹갹,여성, 167cm, 55kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,화이트 멜란지 색이 이쁘네요 오트밀이라고 생각하면 될 거 같아요옷감은 얇아요,커요,보통이에요,보통이에요,얇아요,,,,,
LV 3 혀나곤듀,여성, 160cm, 67kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,색감도 사진이랑 똑같고얇아서 봄가을용으로 딱이에요,커요,밝아요,선명해요,얇아요,,,,,
LV 5 끼적,여성, 163cm, 48kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,상의는 길이감이 길어서 엉덩이를 덮어요 오버사이즈핏으로 딱 예쁩니다하의는 허리도 밴딩이라 조절가능하고 다리부분은 딱 맞는것같아요,커요,보통이에요,선명해요,보통이에요,,,,,
LV 5 Kim-Byul,남성, 172cm, 70kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,색감도 딱 원했던 크림색이고 디자인도 심플하면서도 싼티나지는않게 잘빠졌어요! 주로 여성분들이 많이 구매하시길래 프리사이즈인데 혹시 너무 작으면 동생주려했는데 그냥 제가 입어야겠어요ㅋㅋ,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 4 ^__^__^__^,여성, 160cm, 47kg,Colour Logo Hoodie Black,M,5.0,"막 두꺼운 편은 아니고 기모가 있지만 얇은 편에 속해요 m,l 중에 사이즈 고민 엄청했는데 둘 다 크으게 길이 차이가 나진 않는 것 같아서 뭘해도 만족했을 것 같아요 m사이즈는 제 키160 기준 엉덩이를 딱 가리는 길이에요 전체적으로 막 크다는 느낌은 들지 않아요! 디자인 색감 다 맘에 들구 이뽀요두번째 사진은 후드 밑으로 쭉쭉 내리면 엉덩이 다 덮는 다는 거 보여주려고 찍었구 세번째 사진은 프린팅 부분에 검정색 뭐 묻었길래 살짝 잡아 당겼는데 프린팅이 뜯긴거였슴다..ㅠ",보통이에요,보통이에요,선명해요,보통이에요,M,66.5,58.5,62.5,56.0
LV 3 -hazero,여성, 165cm, 54kg,Colour Logo Hoodie Black,L,5.0,사이즈는 정사이즈로 딱 맞게 나온 거 같아요옷 앞에 프린팅이 너무 이뻐서 잘 입구 다닙니다은근 옷이 두꺼워서 따수워요🫶🏻🤤,보통이에요,보통이에요,선명해요,두꺼워요,L,69.0,62.0,64.5,62.0
LV 4 지옥의 주방장,여성, 158cm, 57kg,Colour Logo Hoodie Apricot,M,5.0,크게 입고 싶어서 m샀는데 이쁘게 딱 좋아요. 주머니가 없는데 좀 아쉽지만 그래도 이뻐요. 그리고 기모때문에 따뜻해요. ,보통이에요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 3 영앤리치앤프리티ㅋ,여성, 168cm, 60kg,Colour Logo Hoodie White Melange,XL,5.0,요즘 저런 디자인 너무 많이 나와서.. 슬프지만.. 잘 입고 댕깁니다 ㅎㅎ 핏 예뻐요!,커요,보통이에요,보통이에요,보통이에요,XL,71.5,64.5,67.5,63.0
LV 6 통새우와퍼세트,여성, 160cm, 47kg,Colour Logo Hoodie White Melange,S,5.0,예쁜 화이트멜란지입니당실측 보고 구매했는데도 생각보다 작았어요상체가 작은 편인데도 딱 보기 좋은 넉넉한 핏이었어요따뜻하고 조아요,보통이에요,밝아요,선명해요,두꺼워요,S,65.0,58.0,60.0,54.5
LV 3 생율밤이로군군밤,여성, 163cm, 53kg,Colour Logo Hoodie White Melange,L,4.0,시보리가 되게 탄탄하고 기모도 따뜻해용 게보린소리 맨날 듣지만 그게 매력이다!,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,62.0,64.5,62.0
LV 4 있나요호랑해본적,여성, 163cm, 55kg,Colour Logo Hoodie White Melange,M,5.0,밝은 회색 색상에 핑크라 포인트 주기 너무 좋아요! 잘 입고 다니고 있습니다 ㅎ,커요,밝아요,선명해요,보통이에요,M,66.5,58.5,62.5,56.0
LV 5 이서애,여성, 162cm, 52kg,Colour Logo Hoodie Apricot,M,5.0,무조건 진짜 예뻐요.. 애들이 떡볶이 국물 흘렸냐고 물어볼정도로 예뻐요..,보통이에요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 4 윤다링,여성, 160cm, 63kg,Colour Logo Hoodie White Melange,L,5.0,핫핑크 바지랑 입으면 진짜 귀엽습니다!핏도 너무 크지않게 예쁘구요. 어디든지 무난하게 잘 어울려서 손이 자꾸 가는 옷!,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,62.0,64.5,62.0
LV 5 1230947,남성, 164cm, 70kg,Colour Logo Hoodie White Melange,M,5.0,기모가 생각보다 많이따뜻해서 한겨울 이너로 딱좋은듯,보통이에요,밝아요,선명해요,보통이에요,M,66.5,58.5,62.5,56.0
LV 3 뉴비_3bea15652212,여성, 155cm, 48kg,Colour Logo Hoodie White Melange,M,5.0,색감 진짜 예쁩니다 실물갑 기모도 탄탄해서 핏도 예쁘고 따뜻해요 ,커요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 3 Pixieii,여성, 160cm, 49kg,Colour Logo Hoodie White Melange,M,5.0,색감도 이쁘고 길이도 딱 맞아서 좋았어요편하고 약간 너무 후줄근 한건 싫은데 꾸미기는 귀찮다 그럴 때 입으면 짱 좋음,커요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 4 Nero99,여성, 164cm, 50kg,Colour Logo Hoodie Black,L,5.0,밑에 시보리 잡아주는 부분이 생각보다 짱짱해서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,62.0,64.5,62.0
LV 3 연짱데슈,여성, 171cm, 59kg,Colour Logo Hoodie White Melange,L,5.0,프린팅이 귀여워영 주머니 없는 후드티라 뭔가 신비로워유,커요,보통이에요,보통이에요,보통이에요,L,69.0,62.0,64.5,62.0
LV 3 yessy52,여성, 160cm, 52kg,Colour Logo Hoodie White Melange,S,5.0,너무 예뻐요. 생각보다 두껍지도 않고 핏이 진짜  최고!,보통이에요,밝아요,선명해요,보통이에요,S,65.0,58.0,60.0,54.5
LV 3 바랜도화지,여성, 150cm, 39kg,Colour Logo Hoodie White Melange,S,5.0,약간 큰데 그게 귀여운 옷이에요 디자인도 유니크하고 예뻐요,커요,보통이에요,선명해요,보통이에요,S,65.0,58.0,60.0,54.5
LV 7 라아운,여성, 164cm, 55kg,Colour Logo Hoodie White Melange,L,5.0,꾸안꾸로 너무좋습니다 데일리로 자주 입을거같아여,보통이에요,밝아요,선명해요,두꺼워요,L,69.0,62.0,64.5,62.0
LV 6 호박고규먀,여성, 159cm, 46kg,Colour Logo Hoodie Black,M,5.0,길이 딱 적당하고 맘에들어요~~ 근데 안에 흰옷입으면 검정색 털 엄청 많이 붙어요 ㅜ,보통이에요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 5 126484939271,여성, 166cm, 70kg,Colour Logo Hoodie White Melange,L,5.0,후드티에 항상 있는 주머니가 없어서 아쉽긴함데 이쁩니다 ,보통이에요,밝아요,선명해요,보통이에요,L,69.0,62.0,64.5,62.0
LV 3 oeoeoee,여성, 157cm, 46kg,Colour Logo Hoodie White Melange,S,5.0,옷 진짜 예뻐요!!키 157?156?정도인데 s사니까 딱 좋았어요!,보통이에요,밝아요,선명해요,보통이에요,S,65.0,58.0,60.0,54.5
LV 4 주ㄴ경,남성, 175cm, 65kg,Colour Logo Hoodie Black,L,5.0,할인하길래 반값도 안되는 가격으로 야무지게 샀습니당 평소에 스컬프터 좋아해서 품질은 좋을 거 알았고 디자인도 예뻐요 근데 생각보다 밴딩이 엄청 쫀쫀해요,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,62.0,64.5,62.0
LV 3 Fhdiwisjcnwk,여성, 166cm, 53kg,Colour Logo Hoodie White Melange,M,5.0,진짜 개예뻐요.. 안에 기모도 있고 두꺼워서 많이 안추운 날에는 겉에 패딩조끼만 걸쳐도 예뻐요! 166/53에 M사이즈 과하게 크지도 않고 딱 좋아서 적당히 박시한 핏 좋아하시는 분들은 M사이즈도 추천드려요!!,보통이에요,밝아요,선명해요,두꺼워요,M,66.5,58.5,62.5,56.0
LV 4 해돌도리,여성, 158cm, 46kg,Colour Logo Hoodie White Melange,S,5.0,짱 예뽀요 ♡.. 왕키여운 개비스콘 후드티임.. 멜란지 화이트에 핫핑크 조합이라 안 예쁠 수가 업듬 안 삿으면 진짜 후회할 뻔 햇어효 🥹🤧 맨날맨날 입고 다닐 겅임,보통이에요,밝아요,선명해요,보통이에요,S,65.0,58.0,60.0,54.5
LV 5 무꾸띠,여성, 168cm, 68kg,Colour Logo Hoodie Black,M,5.0,밝은 바지에 유독 잘어울려요 넉넉하고 따듯합니다,보통이에요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 5 Yelyme,여성, 160cm, 47kg,Colour Logo Hoodie White Melange,M,5.0,예뻐요 배송 빠르고 깔끔하고 휘뚜루마루뚜에 톡톡하고 따뜻해용! 근데 생각보다 더 멜란지예요 화이트 기대했는데 ㅜㅜ,보통이에요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 4 유소댕이이이,여성, 153cm, 56kg,Colour Logo Hoodie Black,M,5.0,무난하게 이뻐요~세일하길래 구매했는데 맘에 들어요 재질이 튼튼하고 보풀안생기는 재질이라 만족,보통이에요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 3 엉ㅇ엉엉,여성, 163cm, 67kg,Colour Logo Hoodie White Melange,L,5.0,귀엽고 예쁜데 주머니가 없어서 후드티 주머니 사랑하는 사람은 입기 좀 곤란하긴 할 듯 그리고 누가 이 후드티 게보린이라고 한 글 본 후로 좀 정 떨어짐 옷에(?) 그 전까지는 좋아했는데…,커요,밝아요,선명해요,두꺼워요,L,69.0,62.0,64.5,62.0
LV 4 핸섬걸,여성, 162cm, 59kg,Colour Logo Hoodie White Melange,M,4.0,사진을 웃기게 찍었지만 사실 귀여워요. 근데 사이즈가 다른 제품에 비해 작게 나온 것 같아 조금 아쉽습니당;ㅠ;,작아요,어두워요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 5 중기사랑들꽃,여성, 160cm, 60kg,Colour Logo Hoodie White Melange,M,4.0,사이즈 이쁘게 맞으며 두께도 적당해서 잘 입고 다닙니다,보통이에요,보통이에요,보통이에요,보통이에요,M,66.5,58.5,62.5,56.0
LV 5 수여닝_-_,여성, 167cm, 57kg,Colour Logo Hoodie White Melange,M,5.0,옷 너무 너무 이뻐요오핑크포인트 주기 넘나 좋은,커요,밝아요,선명해요,두꺼워요,M,66.5,58.5,62.5,56.0
LV 5 윤밤,여성, 164cm, 52kg,Colour Logo Hoodie White Melange,S,5.0,기장감 쏘쏘 색감 예쁘구 흔하지 않아서 좋아요 안에 기모 부드러움,보통이에요,보통이에요,보통이에요,보통이에요,S,65.0,58.0,60.0,54.5
