user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval,cm,총장,어깨너비,가슴단면,소매길이
LV 3 흰비엄마,여성, 165cm, 59kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙/FREE",5.0,무신사에서 처음사봐요.리뷰 믿고 사봣는데 너무 괜찮은데요?165에 59 뚱뚱이인데 후드티 허벅지 가리고 엉덩이도 가리고 딱좋네요.바지도 많이 안길어서 주름 안생기고 넘나만족!그레이 색상 또 재구매 하려구요~3계절 다입으려고 기모말고 쭈리원단으로 삿어요.무릎이 안나온다면 거짓말이고 살짝 튀어나오긴해요.,보통이에요,어두워요,선명해요,보통이에요,,,,,
LV 4 sophie_921,여성, 156cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",3.0,제가 키가 작은편이라 상 하의 다 길고 엄청 커요 위아래 풀로 입으니까 귀여워요,커요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 멤버_0ce2cf9b8345,여성, 158cm, 63kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이(기모ver)/FREE                                                                            , 그레이(기모ver)/FREE",4.0,상의는 넉넉하나 하의는 작은편입니다 특히 허벅지가 너무 좁아서 ㅠ ㅠ,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 5 dam3256,여성, 163cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루(기모ver)/FREE                                                                            , 스카이블루/FREE",5.0,맘에드는 세트를 샀네요. 정말 딱 귀엽습니다 다른 색도 궁금해요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 ㅡ온새미로ㅡ,여성, 160cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,쏘쏘 큐트함 하지만 상의가 너무너무너무커서 소매부분이 좀 불편하고 부해보이기도 할수있을것같아요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 우리평화,여성, 158cm, 44kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙/FREE",5.0,피부가 민감해서 면있는거 샀는데 두께가 적당해서 춥지 않을것 같아요. 팬츠는 딱 맞고 후드티는 남자 옷xl입은듯 소매밑으로10센치내려와요.루즈핏이라그런것 같고 입을만해요 잘샀네요.딸이  너무좋아해요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 92^,여성, 158cm, 60kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루(기모ver)/FREE                                                                            , 스카이블루(기모ver)/FREE",5.0,하체 특히 엉덩이 허벅지에 살이 집중돼있는 편이라서 그런지 주머니 부분만 색이 진해요 ㅋㅋ 어차피 살 뺄 거였지만 동기부여가 이렇게 되어버리네요... 그래도 상의가 길어서 커버가 됩니다 옷은 예뻐요! 다만 검은색이 쓰일 일이 없을 텐데 검은 실밥에 좀 지저분하게 온 것만 빼면 굿!,보통이에요,밝아요,보통이에요,보통이에요,,,,,
LV 4 한오국만은원행권,여성, 155cm, 65kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙/FREE",5.0,초딩 딸 사줬는데 좋아해요.사이즈도 딱이네요.편하데요,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 5 펑크유니티,남성, 164cm, 68kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,여성옷인거 같아 걱정이 좀 되긴 했는데 키가 작다보니 제 신체 사이즈에는 오버핏으로 딱 좋습니다~ 편하게 입기에 안성맞춤 입니다~,커요,밝아요,선명해요,보통이에요,,,,,
LV 3 뉴예지니,여성, 165cm, 58kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루(기모ver)/FREE                                                                            , 스카이블루(기모ver)/FREE",5.0,엄청 잘 맞고 기모가 있어서 따뜻해요 기모도 두꺼운 편이 아니라 핏도 예쁜 것 같아요,보통이에요,보통이에요,흐려요,보통이에요,,,,,
LV 7 PeterJ,남성, 174cm, 60kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이(기모ver)/FREE                                                                            , 그레이(기모ver)/FREE",5.0,생각보다 이쁘고 실물이 훨 낫네요 여기저기 매치하기 좋아요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 s.won_h,여성, 165cm, 54kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,"디자인 이쁘고 재질, 안감 모두 만족합니다 이쁩니다 기모 옵션을 못봐서 교환 하려했는데 생각보다 따듯한감이 있고, 오히려 봄,가을에도 입을 수 있다는 생각에 교환 없이 구매 하였습니다 감사합니다^^ 많이 파세여",보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 4 이뜐쮼,여성, 167cm, 59kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙/FREE",4.0,기모재질이긴한데 좀 까슬한재질이에요그래도 이가격대에 세트면 괜찮다고 생각합니당검은색은 먼지가 잘붙어서 회색도 하나더살까싶네요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_2a8fd78d077d,여성, 160cm, 64kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙/FREE",5.0,너무 예뻐요~~ 핏이 살짝 벙벙한? 느낌이라 너무 마음에 듭니다~ 오버핏 좋아하시면 추천드려용,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 다다익슈,여성, 167cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,딱 오버사이즈 핏이에요 색감도 파스텔 하늘색이라서 깜찍하고 귀여워보여요 후드티는 엉덩이 덮는 기장이에요 얇아서 더 추워지면 숏패팅이랑 입기는 추울 것 같아요,커요,보통이에요,보통이에요,얇아요,,,,,
LV 3 캐비닝닝,여성, 160cm, 58kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루(기모ver)/FREE                                                                            , 스카이블루(기모ver)/FREE",3.0,기모치고 얇아요입자마자 주머니 실밥하나 투둑햇어용^^; 뒤에 상표는 진짜 엉망으로 박음질 되어있어요급해서 그냥 입어요그리고 저는 힙이 커서 하의는 넘 핏했는데 상의가 가려줘서젛아요 색감은 이뻐욤,보통이에요,보통이에요,선명해요,얇아요,,,,,
LV 4 뮴19,여성, 167cm, 56kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,조거팬츠 찾다가 세트로 꽤 저렴하게 팔길래 약간 충동으로 구매해보렸눈데..후드티가 굉장히 큰데 입었을 때 아방해서 나름 귀엽구용 전체적으로 만족해요!,커요,보통이에요,선명해요,보통이에요,,,,,
LV 4 묘뮴미,여성, 163cm, 48kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지(기모ver)/FREE                                                                            , 화이트멜란지(기모ver)/FREE",5.0,옷이... 굉장히 커요 후드티가 특히 겁나 커요 옷한테 잡아먹힌 것 같고 좋아요 ㅎㅎ 글고 기모 두툼해서 개따뜻함,커요,밝아요,선명해요,두꺼워요,,,,,
LV 4 먀옹먀엉,여성, 165cm, 48kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,봄가을용인듯한 두께에요 색감은 참 예쁘고 두께가얇아 가볍습니다상의는 아주 길어여근데 처음에 포장에서 꺼내니 그 동그란 섬유덩어리기 많이 떨어지네요 질이 아주 좋은편은 아닌듯요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 6 오하루하루,여성, 168cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,아들이 골라서 샀는데 제가 더 자주 입어요~오버핏이라 좋긴한데 팔이 많이 기네요~걷기운동할때 잘 입고 있어요~,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 연이^,여성, 168cm, 52kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,세트상품인데 저렴하게 살 수 있어 좋네요 상의가 많이 박시합니다. 저에겐 딱 적당한 거 같아요!근데 기모가 없어 한겨울엔 추울 거 같네요~~,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_d587fc38,여성, 156cm, 48kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,편하게 입기 젛아요 남자 체형 작으신 분들도 입을 수 있을거 같아요 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_ca8960616d4d,여성, 167cm, 57kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙(기모ver)/FREE",5.0,다른 트레이닝복은 허리밴드부분이 까실까실하거나 잘 안입게되는데 이건 너무나 잘입고있어요 안에 레이어드티 입구 입음 더 이쁘고 패딩조끼도 잘어울려요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 tagalon,여성, 162cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",4.0,사이즈는 많이 오버핏이에요 상의가 진짜커요! 두께는 많이얇아서 요즘같이 추운날에는 레이어드 하고 팬츠안에도 따로챙겨입어야할것같아요! 크림색이라 이너웨어는 신경써야돼용,보통이에요,보통이에요,보통이에요,얇아요,,,,,
LV 5 돌.,여성, 165cm, 58kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,소매는 길이가 길어서 접어서 입기도 하고 그래요. 두께감이 있진 않지만 넉넉하게 나와서 활동하기 편하고 좋아요. 165가 입었을 때 상의 길이는 사진만큼 옵니다.,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_2a19fd09,여성, 160cm, 52kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,이거 진짜 이뻐요 그레이 처음 주문하고 이번에 화이트멜란지 색상으로 재구매입니다 짱짱 이뻐요!! **상의는 완전 빅사이즈고 바지는 딱 맞아요!! 그래서 좋아요!!!,커요,밝아요,보통이에요,보통이에요,,,,,
LV 5 개바타,여성, 176cm, 56kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,색상은 생각했던것보단 밝지만 사이즈도 그렇고 가격대비 괜찮은편,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 매하핫,여성, 160cm, 55kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,발끝에 잡아주는 게 있어서 안 흘러내리고 좋은 거 같아요 간단하게 입기 딱 좋은옷,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 뉴비_c2f285fb,남성, 175cm, 73kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,사이즈 색깔 모두 맘에 듭니당. 원단이 얇아서 안에 걸쳐입어야 할거같네요,보통이에요,보통이에요,보통이에요,얇아요,,,,,
LV 6 오하루하루,여성, 168cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",4.0,아들이 골라서 샀는데 제가 더 자주 입어요~오버핏이라 좋긴한데 팔이 많이 기네요~걷기운동할때 잘 입고 있어요~,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 연이^,여성, 168cm, 52kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",4.0,세트상품인데 저렴하게 살 수 있어 좋네요 상의가 많이 박시합니다. 저에겐 딱 적당한 거 같아요!근데 기모가 없어 한겨울엔 추울 거 같네요~~,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 tagalon,여성, 162cm, 50kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,사이즈는 많이 오버핏이에요 상의가 진짜커요! 두께는 많이얇아서 요즘같이 추운날에는 레이어드 하고 팬츠안에도 따로챙겨입어야할것같아요! 크림색이라 이너웨어는 신경써야돼용,보통이에요,보통이에요,보통이에요,얇아요,,,,,
LV 3 뉴비_2a19fd09,여성, 160cm, 52kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",4.0,이거 진짜 이뻐요 그레이 처음 주문하고 이번에 화이트멜란지 색상으로 재구매입니다 짱짱 이뻐요!! **상의는 완전 빅사이즈고 바지는 딱 맞아요!! 그래서 좋아요!!!,커요,밝아요,보통이에요,보통이에요,,,,,
LV 4 뉴비_c2f285fb,남성, 175cm, 73kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",4.0,사이즈 색깔 모두 맘에 듭니당. 원단이 얇아서 안에 걸쳐입어야 할거같네요,보통이에요,보통이에요,보통이에요,얇아요,,,,,
LV 6 무의식의극의,남성, 172cm, 70kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,여성분들이 많이 구입해서 긴가민가했는데 남자가 입기에도 적당하네요. 색이 하늘색이라 귀엽고 바지는 딱 알맞게맞는편이고 상의는 오버하게 이쁘고 옆튀임이 이쁘네요,보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 3 뉴비_8e9b578938df,여성, 168cm, 58kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙/FREE",4.0,기대 안했는데 생각보다 이쁘네요~ 요즘 같은 날씨에 편하게 잘 입을 수 있을것 같아요!!,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 JH_J,여성, 166cm, 59kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",4.0,넉넉한 사이즈여서 만족했고 색도 부담스럽지 않게 밝아서 좋았어요 !!! 평소에 편하게 입고다니기 좋을 것 같아용,커요,밝아요,선명해요,보통이에요,,,,,
LV 4 뉴비_90bd77ae,여성, 157cm, 48kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,바지는 괜찬은데 후드티가 엄청커요.근데 오버핏이 트랜드니까 괜찬아요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 김다남,여성, 162cm, 49kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,가성비 츄리닝을 찾던 와중 요 아이가 눈에 띄더라구요가성비 찾고 계신다면 이거 진짜 강추드립니다 일단 사이즈는 프리 사이즈임니다 162 제 기준으로 팔 되게 길고 바지도 좀 길어요 160만 되셔도 많이 클 거예요..! 그 부분 참고하시구 길이 뿐만 아니라 통이나 핏 같은 것도 되게 오버핏이에요! 색상은 예시 사진과 똑같습니당 검은색 티랑 레이어드 해주면 정말 예뻐요 허리 사이즈 걱정 하지 마세열 밴딩과 끈이 다 조절 해줌니다~~재질은 너무 얇지 않은 적당한 재질입니다 싼 티 하나도 안 나여 재질도 상당히 만족 중이에요--! 암튼 꼭 사세용 후욱후욱,커요,밝아요,보통이에요,보통이에요,,,,,
LV 4 차띵77,여성, 160cm, 55kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,색깔이 화사해서 넘 이쁘고 편하게 잘  입을 것 같아요. 사이즈는 잘 맞는데 소매길이가 저한테 조금 기네요.,보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 4 아무고또모르조,남성, 170cm, 68kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",4.0,여성분들이 후기만 많길래 반신반의하며 괜찮을거야 위로하며 구매했습니다. 남자가입어도 오버느낌나고 사이즈 좋네요! 상의는 팔이 많이길지만 접으면대고 바지 허리랑 조커 밴딩이 하지정맥류를 유발할정도로 짱짱해서좋네요! 아주만족합니다!강추!,커요,밝아요,선명해요,보통이에요,,,,,
LV 4 보이는건,여성, 164cm, 46kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,사이즈 박시한데 스타일은 괜찮은듯.지금은  더울꺼 같고찬바람 더불어야 입을수 있겠네요,커요,밝아요,선명해요,보통이에요,,,,,
LV 3 뉴비_b8f695ff,여성, 153cm, 150kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,153한텐 크고 깁니다..헤헤 동자승 핏 좋아하는 분은 사세요 전 좋아합니다,커요,보통이에요,선명해요,보통이에요,,,,,
LV 4 쿠망씌,여성, 163cm, 49kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,친구한테 선물해줬는데 너무 맘에 들어해서 오히려 뿌듯했어요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_76b8d624,여성, 166cm, 78kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 블랙/FREE",5.0,요새는 반팔에 후드입어서 바지만 입어요 근데 세트로 입었을때 귀여움 화이트멜란지/블랙 귀여움,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_c1eca754,여성, 164cm, 72kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,프리사이즈여서 그런지 몰라도 팔이 생각보다 더 길더라구요 근데 나름대로 귀여운 맛이 있어서 예쁘게 입고 있어요 두께감도 적당해서 봄까지도 입었어요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 반짝반짝반짝짝,여성, 160cm, 53kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",4.0,상의는 160기준 너무 길고 무거운편입니다 하의는 저는 잘 맞았어요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 뉴비_3eba142c,여성, 161cm, 53kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,예뻐요 그리고 생각보다 큽니다오버핏으로 입을거라 상관없는데 팔이 깁니다어차피 앞에 밴드있어서 흘러내리거나 해서 불편하지는 않아요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 지봉이지봉,여성, 165cm, 63kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,여행갈때 입었는데 편하게 잘 입었습니다지금 입긴 덥네용 선선할 때 입기 좋아용,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 옹온,여성, 158cm, 60kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"블랙/FREE                                                                            , 블랙/FREE",5.0,안에 까끌까끌한 느낌있어요 자주입으면 적응되서 생각은 잘안나는데 민감한분들은 피해야할것같아요 그리고 편하게 입고 다니기도 좋아요:),보통이에요,보통이에요,선명해요,얇아요,,,,,
LV 4 브론즈_7038951644a,여성, 168cm, 59kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",4.0,전체적으로 만족이지만 재질은 까끌까끌해서 예민하신 분들은 불편하실 수도 있을 것 같아요!저는 이런거 예민한 편인데 그렇게 심하게는 안 느껴져요세탁기 돌려봐야 확실히 알 것 같아요,보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 5 도라에몽추러스,남성, 169cm, 45kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,제키에 사이즈 너무 괜찮고 기모 없는 제품인데도 따뜻하네용이쁘고 가성비 좋고 퀄리티 좋고 만족스럽네요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_c9745d20,여성, 160cm, 48kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,상의가 엄청 엄청 커요ㅋㅋ건조기에 한번 돌릴려구요! 편하고 색도 이뻐요,커요,보통이에요,선명해요,보통이에요,,,,,
LV 5 더 좋아지고,여성, 162cm, 56kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",3.0,먼지가 너무날려서 털고 떼고 세탁해서입었습니다 안감이 좀 까슬까슬해서 안에 이너꼭 입어야되고 허리 밴드가 프리싸이즈 아닌듯 조이네요 겉모습은 예쁜데 안감이나 허리가 불편해서 아쉽네요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 뉴비_2e9b2603,남성, 175cm, 62kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 크림/FREE",3.0,싸서 샀는데싼가격보다 못하네오..구냥 스파오 브랜드에서 사는게 날듯집에서 입을꺼면 추천,보통이에요,보통이에요,보통이에요,얇아요,,,,,
LV 6 곰봉,여성, 158cm, 55kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,봄날에 입기 좋은 두깨와 색감 너무 좋습니다 사정상 상의넓은걸 찾고 있었는데 잘 구매한거같아요,커요,밝아요,선명해요,얇아요,,,,,
LV 3 뉴비_37f1c9c9,여성, 167cm, 56kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",2.0,너무... 유치해 보였어요 ㅠㅠ 키도 좀 있고 어깨도 좀 있는데 완전 대오버핏 ㅋㅋ 팔 길어서 소매로 소주잔 쳐서 아까운 소주 다 버렸네요🥲 색상이 예쁘긴한데.. 예쁜데 유치해보입니다... 모자가 무겁고 소매가 너무 길어서 핏이 뭔가 ㅋㅋ 웃겨요 ㅋㅋㅎㅎ 바지도 그렇고 매우 오버핏 입니다. 어깨 남산만하니 세상 고민 다 들어줄 것 같은 든든핏 이예요.,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 브론즈_9637e356a8c,여성, 162cm, 60kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,지금 입기 딱 좋아요!! 후드티가 엉덩이까지 덮어줘서 편하게 막 입기 좋아요.  다른색도 사고싶어요.,커요,밝아요,선명해요,보통이에요,,,,,
LV 3 iwdhc,여성, 156cm, 55kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,후드티 정말 크고 바지는 적당해요 ! 편하게 입기 딱 좋구 색은 상세컷이랑 비슷한 것 같네요ㅎㅎ,커요,밝아요,선명해요,보통이에요,,,,,
LV 3 뉴비_b5df9249,여성, 166cm, 70kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"화이트멜란지/FREE                                                                            , 화이트멜란지/FREE",5.0,진짜 색상도 제가 딱 요새 꽂힌 색상이고 트레이닝세트를 하나쯤 장만하고 싶었는데 다른곳보다 가격도 저렴하고 무신사가 배송도 빨리와서 바로 질렀어요! 너무 맘에들고 친구들도 다 이쁘다고 해줘서 기분좋아욯 다만 소매가 조금 길어요!!,보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 4 태연성우,여성, 164cm, 54kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",5.0,엉덩이덮는길이라 좋아요바지 길이도 좋구요 무릎나오는거는 어쩔수없는것같아요 편하게 자주입을것같아요먼지가 많아서 입기전 세탁은 필수인것같구요두께는 봄에입기 좋네요블랙도 하나더 사고싶어용~~~^^,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 뀨뀨슈,여성, 166cm, 30kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,옷 진짜 귀엽고 만족스럽습니다!!!후드는 굉장히 오버핏이고 바지는 보다시피 그냥 보통이에요 모델분처럼 겁나 마른거 아닌이상 상하 사이즈 비율이 이정도네요 참고로 저는 하체보다 상체가 더 큰 돼지랍니다 ㅎ몸무게.. 쓰기 싫어욤 흑흑,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 몽키몽키매직몽키매직,여성, 159cm, 58kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"그레이/FREE                                                                            , 그레이/FREE",3.0,후드티가 엄청 크네요 그냥 편하게 입기에 좋을거 같아요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_8bc4642b,여성, 165cm, 59kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"크림/FREE                                                                            , 크림/FREE",5.0,루즈하면서 예쁘게 착 떨어집니당 다른분들 후기처럼 바지는 적당하고 상의는 커요! 근데 정말 귀엽게 루즈핏이더라구요ㅎㅎ제가 가장 맘에 들었던 부분은 색감이 미쳤어요..! 크림색이라 써있어서 색상을 크게 기대하진 않았는데 밝고 화사한 옅은 레몬색이었어요ㅠㅠ진짜 존예...졸귀...제가 파워쿨톤이라 노란색 옷이 거의 없는데 얼굴이 흙빛이 되지않는 레몬입니다 할렐루야..쿨톤분들 혹시 맘에드셨다면 망설이지 마세요 예에에다음에 스카이블루도 사러올게요 굿굿 >_<,커요,밝아요,선명해요,보통이에요,,,,,
LV 3 주요미잉,여성, 162cm, 60kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",4.0,두껍지않아서 지금 딱 편하게 잘 입을 수 있을거 같아요,보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 3 뉴비_37069732,여성, 160cm, 53kg,[세트상품] 스웨트 사이드  슬릿 후디+조거 팬츠 그레이,"스카이블루/FREE                                                                            , 스카이블루/FREE",5.0,"생각보다 크지만, 귀엽게 입을려구요:) 기모도 아니라 딱 봄 가을에 그냥 입고, 겨울 가을에는 레이아드해서 입기도 너무 좋을 것 같아요! 파스텔 하늘색인데 살짝 하얀색을 좀 더 넣은 밝은 하늘색이예요",커요,밝아요,보통이에요,보통이에요,,,,,
